證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"2880","華南金","41,933,266","734,063,048","17.85","17.85","17.30","17.50","-0.35","13,382"
"2881","富邦金","30,545,208","1,130,248,607","37.40","37.55","36.70","36.85","-0.50","11,557"
"2881A","富邦特","686,045","42,966,044","62.50","62.90","62.40","62.50","-0.30","883"
"2881B","富邦金乙特","589,577","36,749,637","61.50","62.60","61.50","62.00","+0.60","208"
"2882","國泰金","36,276,918","1,263,780,681","35.05","35.15","34.55","34.65","-0.35","13,239"
"2882A","國泰特","993,727","61,277,385","61.60","61.90","61.40","61.60","-0.20","303"
"2882B","國泰金乙特","623,812","38,646,013","61.40","62.10","61.40","62.00","+0.60","135"
"2883","開發金","59,718,807","451,452,491","7.61","7.65","7.50","7.50","-0.10","9,449"
"2884","玉山金","162,751,115","3,693,666,592","22.80","23.25","22.20","22.20","-1.35","50,725"
"2885","元大金","39,140,446","606,092,853","15.40","15.80","15.10","15.55","-0.05","8,698"
"2886","兆豐金","47,149,691","1,320,506,700","27.60","28.45","27.60","28.00"," 0.00","15,541"
"2887","台新金","65,105,656","756,835,985","11.95","12.00","11.30","11.40","-0.55","17,702"
"2887E","台新戊特","239,623","12,669,307","52.80","53.30","52.50","52.70","-0.10","134"
"2887F","台新戊特二","313,874","16,321,374","51.00","52.50","51.00","51.50","+0.30","145"
"2888","新光金","83,729,521","636,558,316","7.79","7.80","7.46","7.46","-0.25","13,562"
"2888A","新光金甲特","440,131","19,277,694","43.50","44.35","42.85","43.55","+0.10","155"
"2889","國票金","7,581,168","72,009,703","9.62","9.62","9.40","9.62","-0.03","2,842"
"2890","永豐金","40,651,026","412,566,194","10.20","10.30","10.00","10.10","-0.20","8,640"
"2891","中信金","90,387,788","1,632,454,892","18.25","18.30","17.90","17.95","-0.40","27,274"
"2891B","中信金乙特","237,271","15,451,936","64.50","65.50","64.50","65.50"," 0.00","116"
"2891C","中信金丙特","360,948","22,219,614","61.00","62.10","60.80","61.50","+0.50","210"
"2892","第一金","66,975,750","1,281,324,911","19.40","19.45","19.00","19.05","-0.40","21,149"
"2897","王道銀行","2,725,285","16,171,058","6.17","6.17","5.82","5.95","-0.18","870"
"2897A","王道銀甲特","223,500","2,189,165","9.80","9.86","9.70","9.80"," 0.00","71"
"2901","欣欣","36,000","815,750","23.00","23.00","22.15","22.80","-0.20","33"
"2903","遠百","2,835,704","59,795,418","21.10","21.20","21.00","21.15"," 0.00","895"
"2904","匯僑","123,412","2,283,557","18.55","18.55","18.40","18.50"," 0.00","80"
"2905","三商","1,657,660","26,045,592","16.00","16.05","15.50","15.50","-0.55","844"
"2906","高林","135,221","1,327,905","9.90","9.99","9.70","9.85","-0.01","82"
"2908","特力","435,691","8,060,613","18.80","19.10","18.30","18.50","-0.35","230"
"2910","統領","27,000","817,300","28.60","31.45","28.60","31.20","+2.60","26"
"2911","麗嬰房","321,240","1,893,830","5.92","6.08","5.61","5.86","-0.06","163"
"2912","統一超","3,064,088","874,885,411","285.00","290.00","281.00","283.50","-3.00","2,271"
"2913","農林","2,029,213","25,396,736","12.55","12.70","12.30","12.35","-0.50","706"
"2915","潤泰全","4,375,726","284,619,982","63.30","66.30","63.30","64.40","+1.10","2,824"
"2923","鼎固-KY","174,000","3,691,450","20.50","22.45","20.50","22.30","+1.20","135"
"2929","淘帝-KY","1,154,530","62,036,424","56.10","56.70","50.70","50.70","-5.10","923"
"2936","客思達-KY","43,000","557,150","13.05","13.30","12.65","12.65","-1.20","37"
"2939","凱羿-KY","132,150","11,982,674","88.90","93.50","87.50","89.10","+0.20","124"
"3002","歐格","338,148","2,869,888","8.42","8.70","8.30","8.60","-0.23","145"
"3003","健和興","490,225","15,418,330","32.65","32.65","30.90","31.00","-1.00","350"
"3004","豐達科","431,100","21,507,850","50.70","51.70","48.00","48.00","-2.20","437"
"3005","神基","3,060,184","132,539,934","43.55","44.75","42.50","42.50","-0.90","1,937"
"3006","晶豪科","2,246,928","61,721,219","28.00","28.50","26.65","26.70","-0.80","1,363"
"3008","大立光","1,188,034","4,403,957,570","3,760.00","3,815.00","3,600.00","3,600.00","-135.00","1,567"
"3010","華立","413,551","19,165,976","46.40","47.30","45.80","45.85","-0.85","333"
"3011","今皓","140,099","583,756","4.07","4.23","4.07","4.18","+0.05","55"
"3013","晟銘電","346,657","3,870,958","11.15","11.35","11.00","11.25","-0.10","189"
"3014","聯陽","3,532,299","135,466,461","39.40","39.60","37.20","37.20","-1.65","2,254"
"3015","全漢","299,225","4,873,156","16.50","16.50","16.05","16.10","-0.25","177"
"3016","嘉晶","23,454,318","1,240,136,173","53.00","54.70","49.80","50.90","-1.10","14,629"
"3017","奇鋐","12,997,586","364,781,555","28.00","29.20","27.50","27.50","+0.50","6,658"
"3018","同開","482,655","7,718,437","16.15","16.50","15.50","15.65","-0.25","280"
"3019","亞光","3,515,047","211,560,444","61.30","62.20","58.00","58.10","-2.10","2,488"
"3021","鴻名","163,135","1,967,629","12.15","12.45","11.75","11.75","-0.60","87"
"3022","威強電","1,294,695","39,321,259","30.15","31.85","29.50","30.80","-0.75","769"
"3023","信邦","2,928,949","299,880,256","102.00","104.50","100.00","102.00","+1.50","2,157"
"3024","憶聲","304,319","1,928,633","6.77","6.80","6.25","6.28","-0.18","91"
"3025","星通","215,006","3,062,084","14.35","14.45","14.00","14.05","-0.30","103"
"3026","禾伸堂","3,821,189","331,774,565","89.10","89.70","83.50","83.50","-3.60","2,777"
"3027","盛達","146,000","841,690","5.80","5.81","5.70","5.70","-0.07","74"
"3028","增你強","733,535","12,593,809","17.35","17.50","17.00","17.05","-0.30","368"
"3029","零壹","2,564,300","74,055,676","28.80","29.35","28.25","28.30","+0.10","1,682"
"3030","德律","1,031,557","44,469,851","43.85","43.85","42.50","42.50","-0.80","736"
"3031","佰鴻","1,452,563","14,902,114","10.20","10.35","10.05","10.20","+0.05","404"
"3032","偉訓","281,358","5,797,550","20.20","20.85","20.20","20.70","+0.35","166"
"3033","威健","1,723,618","21,614,724","12.75","12.90","12.10","12.10","-0.65","922"
"3034","聯詠","5,443,470","930,502,702","171.00","173.50","168.00","168.50","-1.50","3,882"
"3035","智原","3,697,899","122,601,160","33.95","34.00","32.00","32.35","-0.60","2,575"
"3036","文曄","1,443,269","50,597,020","35.05","35.35","34.60","34.65","-0.65","875"
"3037","欣興","40,064,336","1,089,605,990","27.40","28.00","26.20","26.20","-0.30","18,046"
"3038","全台","1,227,998","16,264,474","13.50","13.60","13.00","13.00","-0.20","541"
"3040","遠見","107,000","2,696,450","25.50","25.55","25.00","25.10","+0.05","77"
"3041","揚智","3,288,450","43,618,950","13.50","13.65","12.80","12.80","-0.30","1,538"
"3042","晶技","11,675,907","482,210,812","43.10","43.65","40.10","40.10","-2.40","7,261"
"3043","科風","277,475","380,458","1.35","1.42","1.35","1.36","-0.14","58"
"3044","健鼎","2,729,650","240,043,637","86.90","90.90","86.60","87.40","+0.60","1,415"
"3045","台灣大","11,731,057","1,185,341,257","102.50","102.50","99.80","101.00","-2.00","5,758"
"3046","建碁","19,098","144,811","7.80","7.80","7.33","7.35","-0.37","31"
"3047","訊舟","1,580,010","9,790,980","6.23","6.38","6.00","6.05","-0.25","422"
"3048","益登","2,766,734","38,419,082","14.05","14.30","13.60","13.60","+0.30","1,431"
"3049","和鑫","15,529,677","141,640,538","8.92","9.35","8.85","8.94","+0.19","4,798"
"3050","鈺德","2,109,005","17,245,280","8.32","8.35","7.99","8.00","-0.46","613"
"3051","力特","189,912","583,591","3.00","3.19","3.00","3.14","+0.05","48"
"3052","夆典","1,525,009","13,765,663","8.91","9.22","8.80","8.98","+0.12","370"
"3054","立萬利","49,567","1,118,155","22.90","22.90","22.20","22.30","-0.55","46"
"3055","蔚華科","121,214","3,047,754","25.55","25.60","24.90","24.90","-0.20","106"
"3056","總太","2,619,643","60,688,635","24.05","24.10","22.70","22.70","-1.30","1,395"
"3057","喬鼎","327,086","1,435,103","4.40","4.64","4.30","4.34","-0.09","134"
"3058","立德","328,000","1,715,490","5.40","5.40","5.05","5.20","-0.21","120"
"3059","華晶科","1,290,277","21,520,370","16.85","17.15","16.05","16.30","-0.90","708"
"3060","銘異","1,635,733","18,513,213","11.35","11.70","11.00","11.00","-0.15","798"
"3062","建漢","1,651,892","18,854,460","11.30","11.60","11.20","11.30","-0.10","857"
"3090","日電貿","2,200,720","82,162,897","37.70","38.15","36.35","36.50","-0.80","1,594"
"3094","聯傑","423,030","6,656,616","15.70","16.20","15.45","15.75","-0.15","215"
"3130","一零四","62,050","8,432,250","140.50","141.00","132.50","132.50","-7.50","83"
"3149","正達","1,026,581","5,168,049","5.45","5.46","4.91","4.95","-0.50","306"
"3164","景岳","223,184","4,464,330","20.00","20.55","19.45","19.45","-0.55","107"
"3167","大量","200,001","6,827,884","34.25","34.40","33.90","34.10","-0.15","161"
"3189","景碩","5,613,719","197,730,077","36.00","36.15","34.35","34.50","-0.70","3,258"
"3209","全科","741,471","12,590,407","17.05","17.15","16.80","17.00","+0.05","372"
"3229","晟鈦","47,585","440,469","9.32","9.65","9.15","9.30","-0.02","23"
"3231","緯創","24,039,639","492,305,028","20.65","20.90","20.10","20.10","-0.70","9,482"
"3257","虹冠電","170,507","7,980,346","47.40","47.50","46.60","46.85","-0.55","132"
"3266","昇陽","114,000","1,388,650","11.80","12.35","11.80","12.25","+0.05","82"
"3296","勝德","105,500","1,250,374","12.05","12.20","11.50","11.95","-0.25","65"
"3305","昇貿","157,127","2,945,313","18.70","18.95","18.50","18.75","-0.15","117"
"3308","聯德","15,019","65,259","4.30","4.64","4.06","4.21","X0.00","14"
"3311","閎暉","195,464","3,949,834","20.85","20.90","19.65","19.80","-1.00","199"
"3312","弘憶股","602,280","6,784,793","11.60","11.65","11.05","11.05","-0.15","266"
"3321","同泰","336,956","2,419,573","7.09","7.45","6.88","6.88","-0.53","197"
"3338","泰碩","18,276,856","1,475,515,249","82.00","83.50","77.70","77.70","-2.10","13,273"
"3346","麗清","250,087","4,375,405","18.05","18.10","17.25","17.25","-0.55","151"
"3356","奇偶","777,259","14,504,598","19.25","19.30","18.00","18.00","-1.25","420"
"3376","新日興","3,069,376","316,402,200","106.00","108.00","99.00","99.00","-7.00","2,201"
"3380","明泰","3,804,135","60,296,897","16.15","16.25","15.55","15.60","-0.40","1,624"
"3383","新世紀","78,775","314,256","4.20","4.31","3.73","4.28","+0.14","36"
"3406","玉晶光","15,301,409","5,279,206,154","356.00","358.50","326.00","330.50","-15.00","11,789"
"3413","京鼎","2,342,922","246,039,810","107.50","107.50","103.00","103.00","-1.00","1,871"
"3416","融程電","91,100","4,559,560","50.90","50.90","49.30","49.75","-0.35","65"
"3419","譁裕","825,133","8,212,718","9.81","10.15","9.71","9.71","-0.09","363"
"3432","台端","81,000","735,250","9.00","9.18","9.00","9.03","-0.18","46"
"3437","榮創","991,200","11,050,400","11.30","11.35","10.85","10.90","-0.25","451"
"3443","創意","1,796,517","332,018,260","187.00","192.00","177.50","177.50","-7.50","1,646"
"3450","聯鈞","7,145,340","430,987,783","62.00","62.40","56.50","57.70","-2.60","5,174"
"3454","晶睿","278,546","18,443,495","66.00","67.30","65.20","65.20","-0.80","261"
"3481","群創","127,010,436","732,635,520","5.86","5.91","5.64","5.64","-0.13","23,344"
"3494","誠研","232,000","744,580","3.21","3.32","3.16","3.22","+0.01","69"
"3501","維熹","203,234","8,003,545","39.10","39.75","39.00","39.00","-0.75","150"
"3504","揚明光","1,530,697","69,317,510","46.00","47.00","42.60","42.60","-2.85","1,047"
"3515","華擎","5,248,650","475,181,850","91.10","94.00","87.00","87.00","-3.50","4,292"
"3518","柏騰","735,008","14,241,744","20.90","20.90","18.15","18.15","-2.00","477"
"3528","安馳","99,198","3,450,980","35.10","35.75","34.20","35.00","+0.50","89"
"3530","晶相光","2,481,407","181,972,997","76.00","77.10","68.80","68.90","-5.20","1,935"
"3532","台勝科","6,013,181","861,864,573","142.00","150.00","133.50","133.50","-9.50","4,391"
"3533","嘉澤","1,956,728","469,880,860","237.50","245.00","232.00","233.50","+1.50","1,674"
"3535","晶彩科","1,335,013","14,934,732","11.35","11.90","10.60","10.60","-0.45","763"
"3536","誠創","44,010","141,272","3.21","3.21","3.21","3.21","-0.35","14"
"3545","敦泰","7,698,113","210,502,906","27.20","28.30","26.15","27.10","-0.15","3,620"
"3550","聯穎","412,079","4,137,107","10.00","10.10","9.93","10.05","+0.05","111"
"3557","嘉威","529,297","20,651,866","39.00","39.90","38.00","38.50","-0.50","311"
"3563","牧德","3,219,787","754,465,436","252.50","255.00","223.50","223.50","-24.50","2,799"
"3576","聯合再生","8,684,710","42,206,064","4.80","4.95","4.76","4.80","+0.09","2,097"
"3583","辛耘","492,613","19,093,799","38.80","39.70","37.80","37.85","-0.85","370"
"3588","通嘉","374,008","7,817,518","20.00","21.80","20.00","21.20","+0.60","301"
"3591","艾笛森","150,206","1,254,438","8.32","8.47","8.25","8.36","+0.09","95"
"3593","力銘","107,459","866,831","8.29","8.29","7.90","7.90","-0.39","63"
"3596","智易","5,488,495","338,077,926","61.20","62.80","60.50","60.70","+2.50","4,105"
"3605","宏致","800,995","14,809,957","18.85","19.15","18.00","18.05","-0.70","488"
"3607","谷崧","280,012","2,501,908","9.05","9.16","8.56","8.56","-0.44","175"
"3617","碩天","341,524","26,042,781","76.50","77.10","75.50","75.80","+0.30","278"
"3622","洋華","392,054","6,318,918","15.95","16.50","15.70","16.15","+0.50","233"
"3645","達邁","817,900","22,412,550","27.70","28.10","26.50","26.50","-1.10","551"
"3653","健策","8,006,371","1,180,599,182","146.00","152.50","141.50","142.00","-0.50","5,769"
"3661","世芯-KY","8,802,897","1,527,655,005","177.00","179.00","165.00","165.00","-7.00","6,377"
"3665","貿聯-KY","3,372,593","511,393,450","152.00","156.00","147.50","148.00","+1.00","2,653"
"3669","圓展","4,503,262","111,367,042","26.50","27.10","23.15","23.15","-2.55","2,402"
"3673","TPK-KY","4,637,059","168,537,180","36.75","37.30","35.00","35.20","-0.80","2,948"
"3679","新至陞","144,202","6,656,491","46.60","47.10","45.45","45.45","-1.25","117"
"3682","亞太電","4,205,060","23,861,320","5.71","5.75","5.61","5.61","-0.05","1,438"
"3686","達能","344,539","1,102,477","3.29","3.29","3.15","3.27","-0.02","163"
"3694","海華","303,000","3,627,600","11.90","12.30","11.85","12.05","+0.15","174"
"3698","隆達","1,496,508","16,657,384","11.25","11.40","10.70","10.85","-0.35","778"
"3701","大眾控","14,998","189,570","12.75","12.75","12.60","12.60","+0.25","21"
"3702","大聯大","6,909,498","242,043,409","35.05","35.30","34.75","34.90","-0.20","3,180"
"3702A","大聯大甲特","738,250","35,574,775","48.20","48.30","48.10","48.20","-0.10","210"
"3703","欣陸","747,046","7,480,530","9.91","10.25","9.91","9.97","+0.06","296"
"3704","合勤控","3,740,000","42,608,350","11.10","11.65","11.10","11.60","+0.45","2,001"
"3705","永信","640,089","25,351,553","40.00","40.00","39.35","39.45","-0.55","450"
"3706","神達","15,905,926","424,343,079","27.00","27.35","25.90","26.00","-0.80","7,138"
"3708","上緯投控","850,224","49,395,703","59.80","59.80","56.80","56.80","-0.80","874"
"3711","日月光投控","16,818,524","952,401,002","57.40","57.60","55.50","55.50","-2.20","6,482"
"3712","永崴投控","832,694","8,901,544","11.00","11.30","10.05","10.10","-0.90","565"
"4104","佳醫","298,311","14,827,169","49.80","50.10","49.50","49.60"," 0.00","245"
"4106","雃博","619,100","11,939,987","19.85","20.35","18.05","18.10","-1.55","446"
"4108","懷特","381,119","4,647,253","12.50","13.00","11.70","12.00","-0.50","288"
"4119","旭富","3,485,010","337,032,025","100.50","101.00","93.00","93.00","-5.50","2,560"
"4133","亞諾法","4,068,658","137,496,626","32.90","35.30","32.40","33.10","+0.75","2,873"
"4137","麗豐-KY","669,300","109,619,800","168.00","169.00","160.00","161.00","-3.50","576"
"4141","龍燈-KY","235,209","2,814,116","12.00","12.15","11.75","11.80","-0.20","121"
"4142","國光生","23,860,954","702,499,197","29.85","30.30","28.60","28.80","-0.05","10,736"
"4144","康聯-KY","741,578","15,009,899","20.20","20.60","20.20","20.20","-2.20","385"
"4148","全宇生技-KY","115,019","2,378,218","21.20","21.50","20.40","20.60","+0.20","93"
"4155","訊映","667,752","17,027,037","25.80","26.15","25.00","25.00","-0.60","348"
"4164","承業醫","1,609,000","47,761,550","28.50","31.25","28.50","30.70","-0.70","829"
"4190","佐登-KY","336,000","22,529,600","67.40","68.80","65.20","65.20","-2.00","275"
"4306","炎洲","1,330,791","13,070,951","9.60","9.96","9.60","9.88","+0.21","511"
"4414","如興","3,413,334","28,266,598","8.48","8.50","8.04","8.31","-0.09","1,070"
"4426","利勤","920,450","24,156,925","26.60","26.95","25.20","25.20","-0.90","620"
"4438","廣越","156,071","17,945,552","117.50","117.50","114.00","115.50","-0.50","120"
"4439","冠星-KY","32,000","3,730,500","120.00","120.00","112.00","117.00","-3.00","32"
"4526","東台","482,080","5,566,023","11.60","11.75","11.45","11.45","-0.15","224"
"4532","瑞智","994,205","15,515,675","15.85","15.95","15.25","15.50","-0.35","564"
"4536","拓凱","333,064","32,677,764","101.50","101.50","96.00","96.10","-4.40","267"
"4540","全球傳動","377,080","14,751,559","38.80","40.10","38.05","38.20","-0.10","288"
"4545","銘鈺","205,740","4,534,778","21.15","22.70","21.15","22.45","+1.35","156"
"4551","智伸科","920,100","94,530,968","106.00","108.00","99.20","99.70","-5.30","808"
"4552","力達-KY","357,671","9,029,275","24.70","26.00","24.70","25.00"," 0.00","225"
"4555","氣立","40,000","1,665,750","41.55","42.75","41.30","41.35","-0.20","36"
"4557","永新-KY","109,621","6,748,881","61.90","61.90","61.10","61.30","-0.70","105"
"4560","強信-KY","144,000","6,030,550","42.55","42.75","41.30","41.95","-0.60","104"
"4562","穎漢","39,100","684,985","17.30","18.00","17.30","17.35","-1.45","29"
"4564","元翎","673,971","18,101,765","26.70","27.40","26.60","26.60"," 0.00","532"
"4566","時碩工業","358,000","11,866,200","32.75","33.70","32.50","32.60","-0.15","181"
"4571","鈞興-KY","68,155","2,949,472","45.05","46.30","42.30","42.65","-3.95","64"
"4572","駐龍","87,300","6,867,808","77.70","80.20","77.70","77.80","-1.30","77"
"4576","大銀微系統","393,740","21,087,580","55.20","55.60","51.10","52.00","-2.00","328"
"4581","光隆精密-KY","117,000","3,851,850","32.50","33.20","32.50","32.50","+0.50","61"
"4720","德淵","328,785","3,720,119","11.50","11.60","11.20","11.35"," 0.00","151"
"4722","國精化","695,933","18,165,642","25.10","27.80","25.00","25.55","+0.10","363"
"4725","信昌化","948,240","6,870,053","7.50","7.52","7.12","7.12","-0.24","326"
"4737","華廣","428,000","26,016,200","65.00","65.30","59.00","59.10","-6.40","311"
"4739","康普","830,574","31,392,562","38.60","39.25","36.30","36.30","-1.40","580"
"4746","台耀","8,789,267","369,660,835","45.75","46.00","40.05","40.45","-3.90","5,731"
"4755","三福化","48,099","1,995,028","42.50","42.50","40.80","41.35","-0.95","39"
"4763","材料-KY","596,111","57,175,278","95.10","98.30","95.00","95.30","+1.30","468"
"4764","雙鍵","146,100","7,724,250","51.50","54.50","51.50","51.90","-3.00","131"
"4766","南寶","300,367","35,579,306","117.00","120.50","117.00","118.00","-1.50","265"
"4807","日成-KY","232,000","4,874,750","21.30","22.15","20.85","20.85","-2.30","112"
"4904","遠傳","7,424,367","463,903,721","61.50","63.50","61.10","63.00","+0.30","4,100"
"4906","正文","2,984,108","50,634,291","17.10","17.50","16.25","16.35","-0.55","1,662"
"4912","聯德控股-KY","153,093","9,828,159","61.00","66.40","61.00","63.00","+0.50","145"
"4915","致伸","3,936,469","153,322,656","40.15","40.30","37.75","37.75","-1.55","2,144"
"4916","事欣科","549,015","12,754,111","23.10","23.60","22.65","22.65","-0.95","320"
"4919","新唐","1,250,085","38,329,963","30.25","31.30","30.20","30.20"," 0.00","958"
"4927","泰鼎-KY","14,505,450","746,637,798","50.90","52.70","50.00","50.50","+1.35","9,431"
"4930","燦星網","192,400","1,403,833","7.19","7.40","7.19","7.26","-0.14","97"
"4934","太極","2,867,061","32,202,099","11.60","11.90","10.45","10.45","-1.00","1,174"
"4935","茂林-KY","6,296,843","534,211,891","85.00","88.00","80.70","80.70","-2.10","4,648"
"4938","和碩","8,971,566","455,337,007","51.00","51.70","50.20","50.30","-0.40","5,024"
"4942","嘉彰","745,260","20,764,964","27.80","28.35","27.55","27.60","-0.15","501"
"4943","康控-KY","3,680,139","336,295,447","91.90","93.50","88.40","89.30","+1.20","2,847"
"4952","凌通","412,708","10,820,491","26.90","26.90","25.95","26.05","-0.40","259"
"4956","光鋐","337,707","2,795,987","8.28","8.39","8.23","8.23","-0.02","219"
"4958","臻鼎-KY","11,451,605","944,291,602","80.80","85.40","80.00","81.10","+1.90","7,498"
"4960","誠美材","898,155","3,734,078","4.10","4.47","3.90","4.14","-0.16","201"
"4961","天鈺","1,159,901","25,840,080","22.40","23.00","21.35","21.40","-1.10","695"
"4967","十銓","8,460,840","258,549,946","33.10","33.25","29.35","29.35","-3.25","4,787"
"4968","立積","5,348,089","590,398,667","114.50","116.00","103.00","103.00","-7.50","3,843"
"4976","佳凌","1,233,084","17,250,274","14.10","14.60","13.30","13.50","-0.45","766"
"4977","眾達-KY","2,662,256","227,045,000","90.00","90.50","80.00","80.10","-6.90","1,985"
"4989","榮科","431,000","5,852,900","14.05","14.05","13.10","13.10","-0.45","218"
"4994","傳奇","223,560","10,188,695","48.40","48.40","44.50","44.50","+0.50","205"
"4999","鑫禾","112,000","3,451,000","31.55","31.70","30.15","30.40","-1.15","100"
"5007","三星","312,119","13,933,724","44.95","46.00","43.75","46.00","+1.05","225"
"5203","訊連","1,510,060","139,713,807","95.40","97.20","90.00","90.10","-4.20","1,321"
"5215","科嘉-KY","1,342,600","68,214,119","49.50","52.20","49.40","50.40","+1.90","1,008"
"5225","東科-KY","495,000","10,726,950","22.05","22.30","21.20","21.25","-0.10","336"
"5234","達興材料","637,307","44,774,189","72.10","72.40","68.10","68.10","-3.40","502"
"5243","乙盛-KY","999,021","25,524,043","26.00","26.15","25.15","25.15","-0.75","597"
"5258","虹堡","292,100","4,932,630","17.20","17.40","16.25","16.35","-0.65","183"
"5264","鎧勝-KY","4,509,150","159,199,060","34.00","36.50","33.00","34.65","+1.15","2,745"
"5269","祥碩","1,914,258","1,329,558,020","692.00","727.00","672.00","685.00","+13.00","1,848"
"5283","禾聯碩","263,370","24,073,399","92.20","92.80","90.60","90.90","-0.20","202"
"5284","jpp-KY","68,208","2,284,726","35.20","35.20","32.65","32.65","-2.45","50"
"5285","界霖","346,011","13,055,501","36.80","39.00","36.80","37.40","+0.05","229"
"5288","豐祥-KY","136,186","12,699,498","94.00","94.00","92.00","92.10","-1.40","114"
"5305","敦南","598,802","23,432,875","38.85","39.60","38.80","39.00","+0.20","420"
"5388","中磊","2,028,550","123,299,200","61.40","61.60","59.30","59.30","-2.00","1,437"
"5434","崇越","1,361,275","117,768,075","88.00","88.60","84.00","84.00","-3.40","1,123"
"5469","瀚宇博","6,222,492","192,752,850","31.50","31.50","30.40","30.40","-0.10","2,920"
"5471","松翰","6,854,630","241,494,431","35.50","36.20","34.50","34.50","+0.05","4,409"
"5484","慧友","254,477","1,887,281","7.47","7.47","7.10","7.44","+0.04","52"
"5515","建國","937,542","7,392,529","8.09","8.26","7.71","7.79","-0.28","294"
"5519","隆大","990,603","11,223,451","11.50","11.60","11.10","11.10","-0.30","488"
"5521","工信","2,497,213","15,751,652","6.60","6.64","6.12","6.12","-0.36","903"
"5522","遠雄","1,648,604","53,333,377","32.60","32.80","31.95","32.20","-0.40","1,088"
"5525","順天","141,400","2,413,739","17.20","17.50","16.70","17.20"," 0.00","114"
"5531","鄉林","1,261,084","9,515,842","7.83","7.83","7.31","7.70"," 0.00","536"
"5533","皇鼎","146,292","2,085,081","14.25","14.50","14.05","14.05","-0.30","81"
"5534","長虹","908,301","63,242,739","70.10","70.90","67.80","68.10","-2.00","630"
"5538","東明-KY","12,000","317,950","24.80","27.80","24.80","27.80","+2.50","12"
"5607","遠雄港","1,485,031","26,705,114","18.15","18.35","17.60","17.70","-0.40","485"
"5608","四維航","807,890","4,125,820","5.20","5.20","5.01","5.14","-0.18","318"
"5706","鳳凰","431,927","10,163,483","25.65","25.65","23.15","23.15","-2.55","352"
"5871","中租-KY","11,706,164","1,020,155,493","87.90","89.00","86.20","86.30","-1.00","6,359"
"5876","上海商銀","11,271,026","429,547,467","38.20","39.10","37.20","38.00","-0.25","5,071"
"5880","合庫金","47,781,712","821,741,554","17.35","17.40","17.10","17.10","-0.25","14,441"
"5906","台南-KY","18,000","301,000","16.60","17.05","16.40","16.90","+0.10","16"
"5907","大洋-KY","382,500","6,438,300","16.90","17.45","16.25","16.75"," 0.00","245"
"6005","群益證","3,648,468","30,375,571","8.39","8.43","8.28","8.30","-0.05","1,133"
"6024","群益期","573,227","19,902,573","35.10","35.45","34.40","34.40","-0.60","390"
"6108","競國","791,006","14,435,664","19.10","19.10","17.70","17.70","-0.80","485"
"6112","聚碩","1,160,352","37,087,239","32.20","32.45","31.50","31.55","-0.50","788"
"6115","鎰勝","326,000","12,578,300","38.80","38.80","38.40","38.50","-0.30","209"
"6116","彩晶","18,451,286","98,578,238","5.39","5.45","5.17","5.17","-0.12","4,456"
"6117","迎廣","15,000","179,950","12.40","12.40","11.50","11.50","-0.80","15"
"6120","達運","2,507,458","22,630,570","9.24","9.36","8.51","8.51","-0.69","1,188"
"6128","上福","92,216","2,307,120","25.20","25.25","24.90","25.10","+0.10","80"
"6131","鈞泰","32,244","105,642","3.49","3.49","3.16","3.17","-0.32","35"
"6133","金橋","83,013","552,506","6.70","6.70","6.50","6.70","-0.24","48"
"6136","富爾特","307,187","4,936,819","16.05","16.20","15.90","15.90","-0.10","183"
"6139","亞翔","762,002","16,303,446","21.60","21.80","21.10","21.10","-0.15","396"
"6141","柏承","1,040,057","14,741,798","14.35","14.45","13.90","13.90"," 0.00","562"
"6142","友勁","309,861","1,353,370","4.19","4.50","4.19","4.38","-0.07","101"
"6152","百一","128,210","569,614","4.62","4.62","4.32","4.37","-0.06","79"
"6153","嘉聯益","8,097,829","181,019,904","22.60","23.10","21.50","21.50","-0.60","3,901"
"6155","鈞寶","366,050","6,454,745","17.90","17.95","17.10","17.20","-0.15","294"
"6164","華興","280,000","1,386,940","4.82","5.10","4.82","4.93","-0.03","94"
"6165","捷泰","533,199","8,837,079","17.00","17.70","15.60","15.60","-1.30","232"
"6166","凌華","1,062,639","57,606,710","52.30","56.50","52.30","56.50","+2.40","747"
"6168","宏齊","620,098","6,268,967","10.20","10.30","9.91","9.93","-0.27","353"
"6172","互億","37,000","700,300","18.90","19.20","18.70","18.90","+0.35","30"
"6176","瑞儀","4,755,555","383,347,819","82.50","83.80","77.30","77.30","-4.70","3,351"
"6177","達麗","661,088","15,514,893","23.85","23.95","23.15","23.25","-0.55","323"
"6183","關貿","501,458","18,654,382","37.70","38.10","36.10","36.65","-1.45","345"
"6184","大豐電","187,700","7,231,069","38.50","38.70","38.20","38.50","-0.10","141"
"6189","豐藝","1,769,525","50,857,402","29.40","29.40","28.35","28.35","-1.05","1,120"
"6191","精成科","2,346,400","26,689,789","11.40","11.70","11.20","11.20","-0.10","872"
"6192","巨路","290,768","16,331,498","55.50","57.00","55.40","55.50","+0.20","267"
"6196","帆宣","1,510,527","81,314,033","54.50","55.00","52.50","53.20","+0.20","1,176"
"6197","佳必琪","1,051,966","23,420,862","23.20","23.40","21.30","21.50","-1.50","544"
"6201","亞弘電","183,000","5,742,850","31.60","32.10","30.80","31.00","-0.60","150"
