年度,縣市別,行業別,統計項目,單位,中小企業,大企業
2017,澎湖縣,農林漁牧業,銷售額,百萬元,168,0
2017,花蓮縣,農林漁牧業,銷售額,百萬元,386,0
2017,臺東縣,農林漁牧業,銷售額,百萬元,443,195
2017,金門縣,農林漁牧業,銷售額,百萬元,104,0
2017,連江縣,農林漁牧業,銷售額,百萬元,6,0
2017,總計,礦業及土石採取業,銷售額,百萬元,29301,14153
2017,臺北市,礦業及土石採取業,銷售額,百萬元,786,7098
2017,新北市,礦業及土石採取業,銷售額,百萬元,2098,445
2017,桃園縣,礦業及土石採取業,銷售額,百萬元,1171,193
2017,臺中市,礦業及土石採取業,銷售額,百萬元,3590,1280
2017,臺南市,礦業及土石採取業,銷售額,百萬元,723,0
2017,高雄市,礦業及土石採取業,銷售額,百萬元,1336,3437
2017,基隆市,礦業及土石採取業,銷售額,百萬元,4214,0
2017,宜蘭縣,礦業及土石採取業,銷售額,百萬元,2288,109
2017,新竹市,礦業及土石採取業,銷售額,百萬元,175,0
2017,新竹縣,礦業及土石採取業,銷售額,百萬元,1425,450
2017,苗栗縣,礦業及土石採取業,銷售額,百萬元,1299,0
2017,彰化縣,礦業及土石採取業,銷售額,百萬元,182,0
2017,南投縣,礦業及土石採取業,銷售額,百萬元,1403,0
2017,雲林縣,礦業及土石採取業,銷售額,百萬元,850,0
2017,嘉義市,礦業及土石採取業,銷售額,百萬元,30,676
2017,嘉義縣,礦業及土石採取業,銷售額,百萬元,108,0
2017,屏東縣,礦業及土石採取業,銷售額,百萬元,1835,0
2017,澎湖縣,礦業及土石採取業,銷售額,百萬元,328,0
2017,花蓮縣,礦業及土石採取業,銷售額,百萬元,2851,467
2017,臺東縣,礦業及土石採取業,銷售額,百萬元,1021,0
2017,金門縣,礦業及土石採取業,銷售額,百萬元,1589,0
2017,連江縣,礦業及土石採取業,銷售額,百萬元,0,0
2017,總計,製造業,銷售額,百萬元,4279857,10226196
2017,臺北市,製造業,銷售額,百萬元,246359,1337054
2017,新北市,製造業,銷售額,百萬元,674621,929634
2017,桃園縣,製造業,銷售額,百萬元,577958,971039
2017,臺中市,製造業,銷售額,百萬元,745829,858506
2017,臺南市,製造業,銷售額,百萬元,409125,700477
2017,高雄市,製造業,銷售額,百萬元,467838,1509203
2017,基隆市,製造業,銷售額,百萬元,9211,13504
2017,宜蘭縣,製造業,銷售額,百萬元,64109,29417
2017,新竹市,製造業,銷售額,百萬元,70229,1514964
2017,新竹縣,製造業,銷售額,百萬元,99332,507475
2017,苗栗縣,製造業,銷售額,百萬元,152248,364419
2017,彰化縣,製造業,銷售額,百萬元,331652,482254
2017,南投縣,製造業,銷售額,百萬元,43548,80076
2017,雲林縣,製造業,銷售額,百萬元,215637,774255
2017,嘉義市,製造業,銷售額,百萬元,21827,3627
2017,嘉義縣,製造業,銷售額,百萬元,91440,48488
2017,屏東縣,製造業,銷售額,百萬元,41823,70931
2017,澎湖縣,製造業,銷售額,百萬元,711,511
2017,花蓮縣,製造業,銷售額,百萬元,11855,17646
2017,臺東縣,製造業,銷售額,百萬元,3279,22
2017,金門縣,製造業,銷售額,百萬元,1213,12696
2017,連江縣,製造業,銷售額,百萬元,15,0
2017,總計,電力及燃氣供應業,銷售額,百萬元,7316,835845
2017,臺北市,電力及燃氣供應業,銷售額,百萬元,1444,75325
2017,新北市,電力及燃氣供應業,銷售額,百萬元,637,44052
2017,桃園縣,電力及燃氣供應業,銷售額,百萬元,511,96760
2017,臺中市,電力及燃氣供應業,銷售額,百萬元,920,105747
2017,臺南市,電力及燃氣供應業,銷售額,百萬元,444,94891
2017,高雄市,電力及燃氣供應業,銷售額,百萬元,629,155706
2017,基隆市,電力及燃氣供應業,銷售額,百萬元,20,9679
2017,宜蘭縣,電力及燃氣供應業,銷售額,百萬元,291,105
2017,新竹市,電力及燃氣供應業,銷售額,百萬元,121,63647
2017,新竹縣,電力及燃氣供應業,銷售額,百萬元,102,10547
2017,苗栗縣,電力及燃氣供應業,銷售額,百萬元,184,48429
2017,彰化縣,電力及燃氣供應業,銷售額,百萬元,449,36570
2017,南投縣,電力及燃氣供應業,銷售額,百萬元,64,12254
2017,雲林縣,電力及燃氣供應業,銷售額,百萬元,515,24296
2017,嘉義市,電力及燃氣供應業,銷售額,百萬元,195,8050
2017,嘉義縣,電力及燃氣供應業,銷售額,百萬元,303,8079
2017,屏東縣,電力及燃氣供應業,銷售額,百萬元,259,13444
2017,澎湖縣,電力及燃氣供應業,銷售額,百萬元,0,1024
2017,花蓮縣,電力及燃氣供應業,銷售額,百萬元,96,23868
2017,臺東縣,電力及燃氣供應業,銷售額,百萬元,35,2361
2017,金門縣,電力及燃氣供應業,銷售額,百萬元,97,844
2017,連江縣,電力及燃氣供應業,銷售額,百萬元,0,168
2017,總計,用水供應及污染整治業,銷售額,百萬元,60108,148457
2017,臺北市,用水供應及污染整治業,銷售額,百萬元,5575,35138
2017,新北市,用水供應及污染整治業,銷售額,百萬元,8744,7830
2017,桃園縣,用水供應及污染整治業,銷售額,百萬元,8288,24048
2017,臺中市,用水供應及污染整治業,銷售額,百萬元,7762,15852
2017,臺南市,用水供應及污染整治業,銷售額,百萬元,4859,8531
2017,高雄市,用水供應及污染整治業,銷售額,百萬元,9622,32614
2017,基隆市,用水供應及污染整治業,銷售額,百萬元,1059,475
2017,宜蘭縣,用水供應及污染整治業,銷售額,百萬元,784,668
2017,新竹市,用水供應及污染整治業,銷售額,百萬元,1223,2614
2017,新竹縣,用水供應及污染整治業,銷售額,百萬元,1271,2687
2017,苗栗縣,用水供應及污染整治業,銷售額,百萬元,1200,873
2017,彰化縣,用水供應及污染整治業,銷售額,百萬元,2629,5775
2017,南投縣,用水供應及污染整治業,銷售額,百萬元,807,544
2017,雲林縣,用水供應及污染整治業,銷售額,百萬元,1867,3254
2017,嘉義市,用水供應及污染整治業,銷售額,百萬元,630,664
2017,嘉義縣,用水供應及污染整治業,銷售額,百萬元,1481,2004
2017,屏東縣,用水供應及污染整治業,銷售額,百萬元,1293,4135
2017,澎湖縣,用水供應及污染整治業,銷售額,百萬元,30,105
2017,花蓮縣,用水供應及污染整治業,銷售額,百萬元,584,397
2017,臺東縣,用水供應及污染整治業,銷售額,百萬元,247,139
2017,金門縣,用水供應及污染整治業,銷售額,百萬元,119,110
2017,連江縣,用水供應及污染整治業,銷售額,百萬元,35,0
2017,總計,營建工程業,銷售額,百萬元,1412521,721154
2017,臺北市,營建工程業,銷售額,百萬元,215372,393845
2017,新北市,營建工程業,銷售額,百萬元,253632,79259
2017,桃園縣,營建工程業,銷售額,百萬元,145406,26116
2017,臺中市,營建工程業,銷售額,百萬元,191611,73435
2017,臺南市,營建工程業,銷售額,百萬元,81308,21277
2017,高雄市,營建工程業,銷售額,百萬元,181851,77157
2017,基隆市,營建工程業,銷售額,百萬元,15574,231
2017,宜蘭縣,營建工程業,銷售額,百萬元,24911,5497
2017,新竹市,營建工程業,銷售額,百萬元,40702,16796
2017,新竹縣,營建工程業,銷售額,百萬元,35079,7880
2017,苗栗縣,營建工程業,銷售額,百萬元,24410,4237
2017,彰化縣,營建工程業,銷售額,百萬元,44413,2222
2017,南投縣,營建工程業,銷售額,百萬元,16470,252
2017,雲林縣,營建工程業,銷售額,百萬元,47429,2296
2017,嘉義市,營建工程業,銷售額,百萬元,13761,2310
2017,嘉義縣,營建工程業,銷售額,百萬元,18389,2194
2017,屏東縣,營建工程業,銷售額,百萬元,25137,2609
2017,澎湖縣,營建工程業,銷售額,百萬元,5226,52
2017,花蓮縣,營建工程業,銷售額,百萬元,15531,2712
2017,臺東縣,營建工程業,銷售額,百萬元,7651,403
2017,金門縣,營建工程業,銷售額,百萬元,7513,170
2017,連江縣,營建工程業,銷售額,百萬元,1144,205
2017,總計,批發及零售業,銷售額,百萬元,4397080,9989440
2017,臺北市,批發及零售業,銷售額,百萬元,906417,4629302
2017,新北市,批發及零售業,銷售額,百萬元,774403,1203063
2017,桃園縣,批發及零售業,銷售額,百萬元,396035,774514
2017,臺中市,批發及零售業,銷售額,百萬元,615175,792679
2017,臺南市,批發及零售業,銷售額,百萬元,313342,438129
2017,高雄市,批發及零售業,銷售額,百萬元,518748,1015670
2017,基隆市,批發及零售業,銷售額,百萬元,35153,18546
2017,宜蘭縣,批發及零售業,銷售額,百萬元,50997,42206
2017,新竹市,批發及零售業,銷售額,百萬元,75288,238807
2017,新竹縣,批發及零售業,銷售額,百萬元,81138,169347
2017,苗栗縣,批發及零售業,銷售額,百萬元,54704,114536
2017,彰化縣,批發及零售業,銷售額,百萬元,189357,181538
2017,南投縣,批發及零售業,銷售額,百萬元,49060,35225
2017,雲林縣,批發及零售業,銷售額,百萬元,69706,76743
2017,嘉義市,批發及零售業,銷售額,百萬元,48333,65926
2017,嘉義縣,批發及零售業,銷售額,百萬元,48158,40802
2017,屏東縣,批發及零售業,銷售額,百萬元,82955,97921
2017,澎湖縣,批發及零售業,銷售額,百萬元,9458,4895
2017,花蓮縣,批發及零售業,銷售額,百萬元,39382,28905
2017,臺東縣,批發及零售業,銷售額,百萬元,22141,13583
2017,金門縣,批發及零售業,銷售額,百萬元,16061,6887
2017,連江縣,批發及零售業,銷售額,百萬元,1069,216
2017,總計,運輸及倉儲業,銷售額,百萬元,721154,937539
2017,臺北市,運輸及倉儲業,銷售額,百萬元,393845,495361
2017,新北市,運輸及倉儲業,銷售額,百萬元,79259,85596
2017,桃園縣,運輸及倉儲業,銷售額,百萬元,26116,168171
2017,臺中市,運輸及倉儲業,銷售額,百萬元,73435,27589
2017,臺南市,運輸及倉儲業,銷售額,百萬元,21277,10675
2017,高雄市,運輸及倉儲業,銷售額,百萬元,77157,79421
2017,基隆市,運輸及倉儲業,銷售額,百萬元,231,24637
2017,宜蘭縣,運輸及倉儲業,銷售額,百萬元,5497,2538
2017,新竹市,運輸及倉儲業,銷售額,百萬元,16796,4640
2017,新竹縣,運輸及倉儲業,銷售額,百萬元,7880,5491
2017,苗栗縣,運輸及倉儲業,銷售額,百萬元,4237,1788
2017,彰化縣,運輸及倉儲業,銷售額,百萬元,2222,3561
2017,南投縣,運輸及倉儲業,銷售額,百萬元,252,564
2017,雲林縣,運輸及倉儲業,銷售額,百萬元,2296,7212
2017,嘉義市,運輸及倉儲業,銷售額,百萬元,2310,2550
2017,嘉義縣,運輸及倉儲業,銷售額,百萬元,2194,8634
2017,屏東縣,運輸及倉儲業,銷售額,百萬元,2609,819
2017,澎湖縣,運輸及倉儲業,銷售額,百萬元,52,1685
2017,花蓮縣,運輸及倉儲業,銷售額,百萬元,2712,1605
2017,臺東縣,運輸及倉儲業,銷售額,百萬元,403,2173
2017,金門縣,運輸及倉儲業,銷售額,百萬元,170,2331
2017,連江縣,運輸及倉儲業,銷售額,百萬元,205,499
2017,總計,住宿及餐飲業,銷售額,百萬元,468385,186729
2017,臺北市,住宿及餐飲業,銷售額,百萬元,111123,97707
2017,新北市,住宿及餐飲業,銷售額,百萬元,55659,9500
2017,桃園縣,住宿及餐飲業,銷售額,百萬元,39775,15505
2017,臺中市,住宿及餐飲業,銷售額,百萬元,60857,16233
2017,臺南市,住宿及餐飲業,銷售額,百萬元,35133,5353
2017,高雄市,住宿及餐飲業,銷售額,百萬元,51811,14210
2017,基隆市,住宿及餐飲業,銷售額,百萬元,5475,318
2017,宜蘭縣,住宿及餐飲業,銷售額,百萬元,8477,4088
2017,新竹市,住宿及餐飲業,銷售額,百萬元,11269,3147
2017,新竹縣,住宿及餐飲業,銷售額,百萬元,10297,3623
2017,苗栗縣,住宿及餐飲業,銷售額,百萬元,7313,405
2017,彰化縣,住宿及餐飲業,銷售額,百萬元,13856,1258
2017,南投縣,住宿及餐飲業,銷售額,百萬元,8815,3580
2017,雲林縣,住宿及餐飲業,銷售額,百萬元,5879,703
2017,嘉義市,住宿及餐飲業,銷售額,百萬元,7662,1165
2017,嘉義縣,住宿及餐飲業,銷售額,百萬元,4601,825
2017,屏東縣,住宿及餐飲業,銷售額,百萬元,12169,3736
2017,澎湖縣,住宿及餐飲業,銷售額,百萬元,2268,451
2017,花蓮縣,住宿及餐飲業,銷售額,百萬元,8277,2900
2017,臺東縣,住宿及餐飲業,銷售額,百萬元,5796,1749
2017,金門縣,住宿及餐飲業,銷售額,百萬元,1542,274
2017,連江縣,住宿及餐飲業,銷售額,百萬元,333,0
2017,總計,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,126785,966418
2017,臺北市,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,68430,700897
2017,新北市,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,19159,76838
2017,桃園縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,5322,9425
2017,臺中市,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,10822,37207
2017,臺南市,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,3986,16057
2017,高雄市,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,7678,30561
2017,基隆市,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,756,5217
2017,宜蘭縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,547,3440
2017,新竹市,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,2629,25697
2017,新竹縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,1980,21138
2017,苗栗縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,681,4551
2017,彰化縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,1130,8804
2017,南投縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,714,3715
2017,雲林縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,591,4674
2017,嘉義市,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,585,5743
2017,嘉義縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,315,547
2017,屏東縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,562,5259
2017,澎湖縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,106,793
2017,花蓮縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,393,3266
2017,臺東縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,149,1825
2017,金門縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,237,600
2017,連江縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,12,164
2017,總計,金融及保險業,銷售額,百萬元,212859,2030287
2017,臺北市,金融及保險業,銷售額,百萬元,71392,1679724
2017,新北市,金融及保險業,銷售額,百萬元,30514,75277
2017,桃園縣,金融及保險業,銷售額,百萬元,11459,46671
2017,臺中市,金融及保險業,銷售額,百萬元,21823,74208
2017,臺南市,金融及保險業,銷售額,百萬元,13636,25976
2017,高雄市,金融及保險業,銷售額,百萬元,22952,56170
2017,基隆市,金融及保險業,銷售額,百萬元,2734,2511
2017,宜蘭縣,金融及保險業,銷售額,百萬元,1944,5825
2017,新竹市,金融及保險業,銷售額,百萬元,3800,14829
2017,新竹縣,金融及保險業,銷售額,百萬元,3584,6631
2017,苗栗縣,金融及保險業,銷售額,百萬元,2975,3847
2017,彰化縣,金融及保險業,銷售額,百萬元,8139,10123
2017,南投縣,金融及保險業,銷售額,百萬元,2254,4159
2017,雲林縣,金融及保險業,銷售額,百萬元,2954,5782
2017,嘉義市,金融及保險業,銷售額,百萬元,2794,5094
2017,嘉義縣,金融及保險業,銷售額,百萬元,1020,4330
2017,屏東縣,金融及保險業,銷售額,百萬元,4331,4730
2017,澎湖縣,金融及保險業,銷售額,百萬元,520,273
2017,花蓮縣,金融及保險業,銷售額,百萬元,2126,3091
2017,臺東縣,金融及保險業,銷售額,百萬元,1481,919
2017,金門縣,金融及保險業,銷售額,百萬元,415,116
2017,連江縣,金融及保險業,銷售額,百萬元,11,0
2017,總計,不動產業,銷售額,百萬元,256316,906413
2017,臺北市,不動產業,銷售額,百萬元,63510,400294
2017,新北市,不動產業,銷售額,百萬元,35493,166557
2017,桃園縣,不動產業,銷售額,百萬元,21984,51789
2017,臺中市,不動產業,銷售額,百萬元,38263,126031
2017,臺南市,不動產業,銷售額,百萬元,18793,24898
2017,高雄市,不動產業,銷售額,百萬元,21646,74211
2017,基隆市,不動產業,銷售額,百萬元,1206,3346
2017,宜蘭縣,不動產業,銷售額,百萬元,4126,1865
2017,新竹市,不動產業,銷售額,百萬元,7809,17678
2017,新竹縣,不動產業,銷售額,百萬元,6754,19024
2017,苗栗縣,不動產業,銷售額,百萬元,4496,2427
2017,彰化縣,不動產業,銷售額,百萬元,9013,8642
2017,南投縣,不動產業,銷售額,百萬元,2304,1275
2017,雲林縣,不動產業,銷售額,百萬元,4115,2443
2017,嘉義市,不動產業,銷售額,百萬元,4233,2487
2017,嘉義縣,不動產業,銷售額,百萬元,1866,227
2017,屏東縣,不動產業,銷售額,百萬元,2997,1070
2017,澎湖縣,不動產業,銷售額,百萬元,716,193
2017,花蓮縣,不動產業,銷售額,百萬元,3170,1453
2017,臺東縣,不動產業,銷售額,百萬元,1605,282
2017,金門縣,不動產業,銷售額,百萬元,2216,219
2017,連江縣,不動產業,銷售額,百萬元,1,0
2017,總計,專業、科學及技術服務業,銷售額,百萬元,224259,489419
2017,臺北市,專業、科學及技術服務業,銷售額,百萬元,101646,263386
2017,新北市,專業、科學及技術服務業,銷售額,百萬元,35814,47632
2017,桃園縣,專業、科學及技術服務業,銷售額,百萬元,14940,27671
2017,臺中市,專業、科學及技術服務業,銷售額,百萬元,24640,15302
2017,臺南市,專業、科學及技術服務業,銷售額,百萬元,8841,4005
2017,高雄市,專業、科學及技術服務業,銷售額,百萬元,16240,11986
2017,基隆市,專業、科學及技術服務業,銷售額,百萬元,1112,283
2017,宜蘭縣,專業、科學及技術服務業,銷售額,百萬元,1533,326
2017,新竹市,專業、科學及技術服務業,銷售額,百萬元,3855,0
2017,新竹縣,專業、科學及技術服務業,銷售額,百萬元,3992,78366
2017,苗栗縣,專業、科學及技術服務業,銷售額,百萬元,988,1764
2017,彰化縣,專業、科學及技術服務業,銷售額,百萬元,2718,34276
2017,南投縣,專業、科學及技術服務業,銷售額,百萬元,1250,1493
2017,雲林縣,專業、科學及技術服務業,銷售額,百萬元,1446,0
2017,嘉義市,專業、科學及技術服務業,銷售額,百萬元,1159,606
2017,嘉義縣,專業、科學及技術服務業,銷售額,百萬元,950,866
2017,屏東縣,專業、科學及技術服務業,銷售額,百萬元,1221,846
2017,澎湖縣,專業、科學及技術服務業,銷售額,百萬元,101,0
2017,花蓮縣,專業、科學及技術服務業,銷售額,百萬元,680,611
2017,臺東縣,專業、科學及技術服務業,銷售額,百萬元,653,0
2017,金門縣,專業、科學及技術服務業,銷售額,百萬元,413,0
2017,連江縣,專業、科學及技術服務業,銷售額,百萬元,66,0
2017,總計,支援服務業,銷售額,百萬元,152811,372133
2017,臺北市,支援服務業,銷售額,百萬元,34600,289022
2017,新北市,支援服務業,銷售額,百萬元,23096,22122
2017,桃園縣,支援服務業,銷售額,百萬元,19161,9536
2017,臺中市,支援服務業,銷售額,百萬元,20944,14209
2017,臺南市,支援服務業,銷售額,百萬元,8339,5704
2017,高雄市,支援服務業,銷售額,百萬元,19121,16254
2017,基隆市,支援服務業,銷售額,百萬元,1498,635
2017,宜蘭縣,支援服務業,銷售額,百萬元,1515,663
2017,新竹市,支援服務業,銷售額,百萬元,3902,4557
2017,新竹縣,支援服務業,銷售額,百萬元,2947,3452
2017,苗栗縣,支援服務業,銷售額,百萬元,2369,420
2017,彰化縣,支援服務業,銷售額,百萬元,3368,1762
2017,南投縣,支援服務業,銷售額,百萬元,1377,163
2017,雲林縣,支援服務業,銷售額,百萬元,1615,908
2017,嘉義市,支援服務業,銷售額,百萬元,1442,459
2017,嘉義縣,支援服務業,銷售額,百萬元,1352,1890
2017,屏東縣,支援服務業,銷售額,百萬元,2004,377
2017,澎湖縣,支援服務業,銷售額,百萬元,863,0
2017,花蓮縣,支援服務業,銷售額,百萬元,1547,0
2017,臺東縣,支援服務業,銷售額,百萬元,964,0
2017,金門縣,支援服務業,銷售額,百萬元,741,0
2017,連江縣,支援服務業,銷售額,百萬元,46,0
2017,總計,教育業,銷售額,百萬元,12397,4442
2017,臺北市,教育業,銷售額,百萬元,4495,2355
2017,新北市,教育業,銷售額,百萬元,1287,0
2017,桃園縣,教育業,銷售額,百萬元,729,1307
2017,臺中市,教育業,銷售額,百萬元,1847,415
2017,臺南市,教育業,銷售額,百萬元,804,0
2017,高雄市,教育業,銷售額,百萬元,1531,365
2017,基隆市,教育業,銷售額,百萬元,42,0
2017,宜蘭縣,教育業,銷售額,百萬元,80,0
2017,新竹市,教育業,銷售額,百萬元,416,0
2017,新竹縣,教育業,銷售額,百萬元,148,0
2017,苗栗縣,教育業,銷售額,百萬元,73,0
2017,彰化縣,教育業,銷售額,百萬元,186,0
2017,南投縣,教育業,銷售額,百萬元,55,0
2017,雲林縣,教育業,銷售額,百萬元,106,0
2017,嘉義市,教育業,銷售額,百萬元,186,0
2017,嘉義縣,教育業,銷售額,百萬元,19,0
2017,屏東縣,教育業,銷售額,百萬元,247,0
2017,澎湖縣,教育業,銷售額,百萬元,15,0
2017,花蓮縣,教育業,銷售額,百萬元,81,0
2017,臺東縣,教育業,銷售額,百萬元,41,0
2017,金門縣,教育業,銷售額,百萬元,7,0
2017,連江縣,教育業,銷售額,百萬元,1,0
2017,總計,醫療保健及社會工作服務業,銷售額,百萬元,5747,22443
2017,臺北市,醫療保健及社會工作服務業,銷售額,百萬元,2249,2933
2017,新北市,醫療保健及社會工作服務業,銷售額,百萬元,749,846
2017,桃園縣,醫療保健及社會工作服務業,銷售額,百萬元,312,0
2017,臺中市,醫療保健及社會工作服務業,銷售額,百萬元,955,779
2017,臺南市,醫療保健及社會工作服務業,銷售額,百萬元,353,106
2017,高雄市,醫療保健及社會工作服務業,銷售額,百萬元,267,17267
2017,基隆市,醫療保健及社會工作服務業,銷售額,百萬元,34,0
2017,宜蘭縣,醫療保健及社會工作服務業,銷售額,百萬元,34,0
2017,新竹市,醫療保健及社會工作服務業,銷售額,百萬元,121,0
2017,新竹縣,醫療保健及社會工作服務業,銷售額,百萬元,204,0
2017,苗栗縣,醫療保健及社會工作服務業,銷售額,百萬元,61,0
2017,彰化縣,醫療保健及社會工作服務業,銷售額,百萬元,112,284
2017,南投縣,醫療保健及社會工作服務業,銷售額,百萬元,29,0
2017,雲林縣,醫療保健及社會工作服務業,銷售額,百萬元,33,0
2017,嘉義市,醫療保健及社會工作服務業,銷售額,百萬元,33,0
2017,嘉義縣,醫療保健及社會工作服務業,銷售額,百萬元,3,0
2017,屏東縣,醫療保健及社會工作服務業,銷售額,百萬元,81,0
2017,澎湖縣,醫療保健及社會工作服務業,銷售額,百萬元,1,0
2017,花蓮縣,醫療保健及社會工作服務業,銷售額,百萬元,92,228
2017,臺東縣,醫療保健及社會工作服務業,銷售額,百萬元,22,0
2017,金門縣,醫療保健及社會工作服務業,銷售額,百萬元,2,0
2017,連江縣,醫療保健及社會工作服務業,銷售額,百萬元,0,0
2017,總計,藝術、娛樂及休閒服務業,銷售額,百萬元,59514,42555
2017,臺北市,藝術、娛樂及休閒服務業,銷售額,百萬元,15714,20999
2017,新北市,藝術、娛樂及休閒服務業,銷售額,百萬元,9064,4479
2017,桃園縣,藝術、娛樂及休閒服務業,銷售額,百萬元,4403,2613
2017,臺中市,藝術、娛樂及休閒服務業,銷售額,百萬元,7092,2899
2017,臺南市,藝術、娛樂及休閒服務業,銷售額,百萬元,3848,1233
2017,高雄市,藝術、娛樂及休閒服務業,銷售額,百萬元,6256,1568
2017,基隆市,藝術、娛樂及休閒服務業,銷售額,百萬元,911,0
2017,宜蘭縣,藝術、娛樂及休閒服務業,銷售額,百萬元,909,906
2017,新竹市,藝術、娛樂及休閒服務業,銷售額,百萬元,1309,425
2017,新竹縣,藝術、娛樂及休閒服務業,銷售額,百萬元,1155,2213
2017,苗栗縣,藝術、娛樂及休閒服務業,銷售額,百萬元,993,518
2017,彰化縣,藝術、娛樂及休閒服務業,銷售額,百萬元,1564,147
2017,南投縣,藝術、娛樂及休閒服務業,銷售額,百萬元,1086,1294
2017,雲林縣,藝術、娛樂及休閒服務業,銷售額,百萬元,743,1033
2017,嘉義市,藝術、娛樂及休閒服務業,銷售額,百萬元,883,102
2017,嘉義縣,藝術、娛樂及休閒服務業,銷售額,百萬元,509,284
2017,屏東縣,藝術、娛樂及休閒服務業,銷售額,百萬元,1436,1307
2017,澎湖縣,藝術、娛樂及休閒服務業,銷售額,百萬元,198,0
2017,花蓮縣,藝術、娛樂及休閒服務業,銷售額,百萬元,792,536
2017,臺東縣,藝術、娛樂及休閒服務業,銷售額,百萬元,446,0
2017,金門縣,藝術、娛樂及休閒服務業,銷售額,百萬元,163,0
2017,連江縣,藝術、娛樂及休閒服務業,銷售額,百萬元,40,0
2017,總計,其他服務業,銷售額,百萬元,128437,109783
2017,臺北市,其他服務業,銷售額,百萬元,25132,52374
2017,新北市,其他服務業,銷售額,百萬元,15483,9619
2017,桃園縣,其他服務業,銷售額,百萬元,10677,10506
2017,臺中市,其他服務業,銷售額,百萬元,16499,7961
2017,臺南市,其他服務業,銷售額,百萬元,10576,1349
2017,高雄市,其他服務業,銷售額,百萬元,14872,9377
2017,基隆市,其他服務業,銷售額,百萬元,1877,253
2017,宜蘭縣,其他服務業,銷售額,百萬元,2345,781
2017,新竹市,其他服務業,銷售額,百萬元,2965,4157
2017,新竹縣,其他服務業,銷售額,百萬元,2707,3371
2017,苗栗縣,其他服務業,銷售額,百萬元,2398,1649
2017,彰化縣,其他服務業,銷售額,百萬元,6299,1926
2017,南投縣,其他服務業,銷售額,百萬元,2393,370
2017,雲林縣,其他服務業,銷售額,百萬元,2689,1725
2017,嘉義市,其他服務業,銷售額,百萬元,2161,2449
2017,嘉義縣,其他服務業,銷售額,百萬元,1692,814
2017,屏東縣,其他服務業,銷售額,百萬元,4184,926
2017,澎湖縣,其他服務業,銷售額,百萬元,440,0
2017,花蓮縣,其他服務業,銷售額,百萬元,1642,0
2017,臺東縣,其他服務業,銷售額,百萬元,1010,174
2017,金門縣,其他服務業,銷售額,百萬元,352,0
2017,連江縣,其他服務業,銷售額,百萬元,45,0
2018,總計,農林漁牧業,銷售額,百萬元,28823.91,23749.04
2018,臺北市,農林漁牧業,銷售額,百萬元,2556,8462
2018,新北市,農林漁牧業,銷售額,百萬元,2046,1045
2018,桃園縣,農林漁牧業,銷售額,百萬元,2072,944
2018,臺中市,農林漁牧業,銷售額,百萬元,2018,995
2018,臺南市,農林漁牧業,銷售額,百萬元,2161,4105
2018,高雄市,農林漁牧業,銷售額,百萬元,7873,2407
2018,基隆市,農林漁牧業,銷售額,百萬元,136,0
2018,宜蘭縣,農林漁牧業,銷售額,百萬元,827,230
2018,新竹市,農林漁牧業,銷售額,百萬元,182,0
2018,新竹縣,農林漁牧業,銷售額,百萬元,492,0
2018,苗栗縣,農林漁牧業,銷售額,百萬元,366,217
2018,彰化縣,農林漁牧業,銷售額,百萬元,1830,1044
2018,南投縣,農林漁牧業,銷售額,百萬元,1141,443
2018,雲林縣,農林漁牧業,銷售額,百萬元,1269,136
2018,嘉義市,農林漁牧業,銷售額,百萬元,144,0
2018,嘉義縣,農林漁牧業,銷售額,百萬元,937,1255
2018,屏東縣,農林漁牧業,銷售額,百萬元,1586,2301
2018,澎湖縣,農林漁牧業,銷售額,百萬元,114,0
2018,花蓮縣,農林漁牧業,銷售額,百萬元,414,0
2018,臺東縣,農林漁牧業,銷售額,百萬元,491,164
2018,金門縣,農林漁牧業,銷售額,百萬元,160,0
2018,連江縣,農林漁牧業,銷售額,百萬元,10,0
2018,總計,礦業及土石採取業,銷售額,百萬元,32179.67,17256.42
