年別,類型,觀光遊憩區,細分,縣市別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,合計
2016,直轄市及縣(市)級風景特定區, -,東埔溫泉,南投縣,13769,13181,15939,17889,23258,8225,21179,20325,14168,26030,22859,10014,206836
2016,直轄市及縣(市)級風景特定區, -,蘭潭,嘉義市,107800,151816,148500,114576,114800,114912,115212,112478,111568,109800,110152,109148,1420762
2016,直轄市及縣(市)級風景特定區, -,瑞芳風景特定區,新北市,328555,409645,326665,312300,307180,334500,363470,418160,337800,420400,455000,309000,4322675
2016,直轄市及縣(市)級風景特定區, -,內灣風景區,新竹縣,255410,389076,211530,245696,285933,267007,338684,345963,122483,102085,123644,275881,2963392
2016,森林遊樂區, -,池南國家森林遊樂區,花蓮縣,1645,3542,2641,4359,3699,2479,3597,2975,1768,3408,3743,2490,36346
2016,森林遊樂區, -,富源國家森林遊樂區,花蓮縣,4606,11815,3654,5947,4339,4814,5928,5712,3357,3940,5226,6663,66001
2016,森林遊樂區, -,阿里山國家森林遊樂區,嘉義縣,204430,238182,329911,275802,200691,157891,184632,153468,82862,123131,137732,157055,2245787
2016,森林遊樂區, -,墾丁國家森林遊樂區,屏東縣,11965,23390,10859,13860,13639,8708,19278,12486,3367,6183,15171,15273,154179
2016,森林遊樂區, -,滿月圓國家森林遊樂區,新北市,8747,12776,7821,15561,17060,15225,24257,18617,10913,16746,18300,18845,184868
2016,森林遊樂區, -,內洞國家森林遊樂區,新北市,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,森林遊樂區, -,太平山國家森林遊樂區,宜蘭縣,30713,9038,12893,20635,20176,26444,39171,35246,13365,24195,33605,32255,297736
2016,森林遊樂區, -,棲蘭森林遊樂區,宜蘭縣,8033,8410,8726,8619,9219,12851,18162,14023,7687,9622,13784,12854,131990
2016,森林遊樂區, -,明池森林遊樂區,宜蘭縣,11065,14002,7974,6751,7668,10462,21962,22953,9840,6093,20684,20795,160249
2016,森林遊樂區, -,東眼山國家森林遊樂區,桃園市,9611,16811,7994,16174,15659,18278,26699,19954,11522,15203,15492,15133,188530
2016,森林遊樂區, -,八仙山國家森林遊樂區,臺中市,9161,17263,8751,12098,12119,11531,17409,13416,9521,15917,13264,14395,154845
2016,森林遊樂區, -,大雪山國家森林遊樂區,臺中市,14434,13535,6136,11733,13552,18053,34893,25102,11292,16583,17900,21009,204222
2016,森林遊樂區, -,奧萬大國家森林遊樂區,南投縣,25917,29202,8285,6865,5162,5122,13058,8583,4081,14889,50615,94402,266181
2016,森林遊樂區, -,惠蓀林場,南投縣,11272,20732,8951,13944,14066,15273,24341,17449,11628,16386,15304,13044,182390
2016,森林遊樂區, -,溪頭自然教育園區,南投縣,75622,94018,83521,129408,147886,160346,210661,181167,135784,148066,129238,130313,1626030
2016,森林遊樂區, -,合歡山國家森林遊樂區,南投縣,2692,2304,1991,2738,3825,2247,2303,3480,2196,3180,3387,3257,33600
2016,森林遊樂區, -,雙流國家森林遊樂區,屏東縣,4618,8104,5932,8024,7439,4642,7567,4812,1977,4701,5938,5819,69573
2016,森林遊樂區, -,知本國家森林遊樂區,臺東縣,8434,16089,7407,11347,8783,5662,3377,0,2573,4953,8586,10894,88105
2016,森林遊樂區, -,萬瑞森林樂園,新竹縣,219,6965,3313,6733,2668,1981,2783,2653,7063,12972,6906,1675,55931
2016,休閒農業區及休閒農場, -,初鹿牧場,臺東縣,25106,55394,19101,23101,19179,23310,37664,29599,15081,12587,15750,21239,297111
2016,休閒農業區及休閒農場, -,南元休閒農場,臺南市,6843,25596,9099,13373,10139,5342,8625,7382,4278,10555,11069,11457,123758
2016,休閒農業區及休閒農場, -,綠世界生態農場,新竹縣,18220,59500,22300,41400,30900,21500,29310,30250,20690,37900,47600,35050,394620
2016,休閒農業區及休閒農場, -,南園人文客棧,新竹縣,4094,3740,0,4842,6107,5697,4471,5677,2908,3719,3794,4051,49100
2016,休閒農業區及休閒農場, -,飛牛牧場,苗栗縣,17546,42212,18529,30870,19876,14680,20646,17873,18557,28725,27492,28315,285321
2016,休閒農業區及休閒農場, -,走馬瀨農場,臺南市,17175,47439,22345,31513,26333,23653,29095,38218,19406,31697,35164,32627,354665
2016,觀光地區, -,麗寶樂園,臺中市,31860,73543,21764,56533,61379,101519,199587,167580,81048,50591,31861,37313,914578
2016,觀光地區, -,東勢林場遊樂區,臺中市,10234,31733,11861,53727,24535,10456,12953,9665,10922,14283,13427,14704,218500
2016,觀光地區, -,延平郡王祠,臺南市,18214,16819,15132,11429,12852,11650,9832,11787,8481,7561,9936,8343,142036
2016,觀光地區, -,赤嵌樓,臺南市,66999,77742,57421,65757,55316,56145,68513,72975,47444,62001,62445,70329,763087
2016,觀光地區, -,臺南孔子廟,臺南市,21614,24430,14782,18834,3417,11832,22026,22974,14122,11353,18491,21738,205613
2016,觀光地區, -,祀典武廟,臺南市,46899,54419,40195,46030,38721,39302,47959,51083,33211,43401,43712,49231,534163
2016,觀光地區, -,大天后宮,臺南市,53599,62194,45937,52606,44253,44916,54810,58380,37955,49600,49955,56263,610468
2016,觀光地區, -,安平小鎮,臺南市,129225,172292,107195,131226,102168,97925,131170,140781,95246,123321,132175,149587,1512311
2016,博物館, -,國立海洋生物博物館,屏東縣,72448,139641,62135,95275,101858,127923,190747,155655,88165,110263,71183,61675,1276968
2016,博物館, -,國立故宮博物院,臺北市,447514,466023,462046,438172,423639,356769,411514,402433,243479,341266,329451,343419,4665725
2016,博物館, -,市立美術館,臺北市,45301,45712,51530,89617,66482,58703,68457,60446,43701,58239,45008,48946,682142
2016,博物館, -,國立歷史博物館,臺北市,31337,25507,24986,25736,15524,14263,25831,28868,22243,20187,38086,58392,330960
2016,博物館, -,國立臺灣科學教育館,臺北市,396445,461999,144773,165456,194883,220186,328346,377741,158874,146112,177655,184440,2956910
2016,博物館, -,市立天文科學教育館,臺北市,28075,28519,40994,44502,34482,27234,42535,46594,33750,32180,39500,41163,439528
2016,博物館, -,國父紀念館,臺北市,549706,471459,533330,525131,515992,510542,543584,536210,470916,511332,467952,610518,6246672
2016,博物館, -,國立中正紀念堂,臺北市,600493,699497,648097,604085,540800,511811,595274,610035,543699,564492,477708,557680,6953671
2016,博物館, -,臺北探索館,臺北市,27213,10264,19596,22922,20259,16434,20835,17698,7416,11952,13171,10164,197924
2016,博物館, -,坪林茶業博物館,新北市,20746,33632,19797,25565,28220,23136,9869,8113,7854,10868,11674,12568,212042
2016,博物館, -,新北市立鶯歌陶瓷博物館,新北市,65353,74422,53012,101126,77478,131618,69966,51872,30479,43350,35393,33208,767277
2016,博物館, -,新北市立十三行博物館,新北市,40900,71330,31452,81553,52854,48504,40931,35902,36258,87970,75376,52749,655779
2016,博物館, -,新北市黃金博物園區,新北市,174703,187737,153550,181655,173211,169406,221080,210662,144268,186541,180890,200340,2184043
2016,博物館, -,新北市客家文化園區,新北市,75033,77327,72953,80403,83626,76369,97831,91839,72578,75464,67437,67358,938218
2016,博物館, -,國立海洋科技博物館,基隆市,60075,97849,56660,94718,116919,134918,215315,148596,106909,133891,124865,104412,1395127
2016,博物館, -,陽明海洋文化藝術館,基隆市,2701,2206,2016,7090,3016,3052,4086,3689,1679,2191,1968,1269,34963
2016,博物館, -,木雕博物館,苗栗縣,5699,8828,5127,8663,8826,6971,8285,8298,5418,6745,6041,5715,84616
2016,博物館, -,國立自然科學博物館,臺中市,218614,250505,188583,249123,203598,238938,367064,337538,206779,248430,224397,210044,2943613
2016,博物館, -,國立臺灣美術館,臺中市,73029,93642,73329,89200,77401,172939,330242,106602,75969,93631,75738,80051,1341773
2016,博物館, -,臺灣鹽博物館,臺南市,0,5490,2104,2834,2915,4458,5766,6048,3718,4626,3896,5206,47061
2016,博物館, -,國立臺灣歷史博物館,臺南市,25483,24130,19220,27097,33430,25844,34396,29964,33229,47253,51204,39956,391206
2016,博物館, -,國立科學工藝博物館,高雄市,208054,233709,150535,109599,152808,200425,321372,315814,237271,172547,119852,128466,2350452
2016,博物館, -,高雄市立美術館,高雄市,45912,91601,76339,67751,56302,47525,76725,65498,44585,59197,58123,52310,741868
2016,博物館, -,高雄市立歷史博物館,高雄市,17102,43797,25099,11128,24781,27966,28418,33052,19318,26092,22246,18127,297126
2016,博物館, -,陽明高雄海洋探索館,高雄市,3000,4396,5220,5893,5056,4790,6108,4491,3674,4453,5101,2465,54647
2016,博物館, -,國立臺灣史前文化博物館,臺東縣,16853,22308,7368,14172,10464,16605,26686,20630,7989,12713,11338,9358,176484
2016,博物館, -,卑南遺址公園,臺東縣,14237,24939,13923,17449,14653,11775,11880,12272,11828,14932,13737,14834,176459
2016,博物館, -,莒光樓,金門縣,28098,27667,36366,45089,52517,45009,47651,44209,25701,43261,44242,35500,475310
2016,博物館, -,嘉義市立博物館,嘉義市,25331,23389,25319,24000,20885,22614,28795,20667,25164,21670,22932,18701,279467
2016,博物館, -,美濃客家文物館,高雄市,11614,17626,6523,9673,7515,6638,7836,8469,4921,10256,12513,12656,116240
2016,博物館, -,台北當代藝術館,臺北市,13385,13400,34345,72788,36921,13528,9645,5550,8617,34281,20894,24163,287517
2016,博物館, -,朱銘美術館,新北市,27,11355,6857,11905,10360,11293,20635,14133,7547,15364,9942,7810,127228
2016,博物館, -,北投溫泉博物館,臺北市,48000,36411,35908,35548,33073,25054,32714,33584,25989,41738,42059,49833,439911
2016,博物館, -,台北故事館,臺北市,1833,2154,1969,2981,3501,2387,2717,3396,1929,2850,2555,2815,31087
2016,博物館, -,林本源園邸( 林家花園),新北市,30872,39877,24266,28308,24018,17581,19666,20037,17296,25994,23771,30460,302146
2016,博物館, -,三峽歷史文物館,新北市,6194,2652,8035,8329,6550,4897,6992,5413,4683,6494,7535,7443,75217
2016,博物館, -,凱達格蘭文化館,臺北市,40746,39004,29662,29004,33325,30867,40281,45787,36861,51486,45180,52091,474294
2016,博物館, -,國立臺灣博物館,臺北市,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,宗教場所, -,北港朝天宮,雲林縣,243500,2436000,1235000,426500,278400,223800,176800,223500,187800,256800,188600,204300,6081000
2016,宗教場所, -,南鯤鯓代天府,臺南市,710200,899800,791500,657500,890900,773200,896700,568800,887000,899700,897900,900300,9773500
2016,宗教場所, -,麻豆代天府,臺南市,327685,495039,420783,378704,387486,368112,348518,295350,296225,284450,241783,229670,4073805
2016,宗教場所, -,中臺禪寺,南投縣,254909,265621,310960,59596,235693,174945,168967,121489,116694,145181,158190,165325,2177570
2016,宗教場所, -,佛光山,高雄市,297833,3099679,1215321,342163,342475,254905,348351,283971,212381,330250,556299,463959,7747587
2016,宗教場所, -,萬和宮,臺中市,24370,54350,22760,24850,31160,21520,23060,12140,23490,21550,20650,22450,302350
2016,宗教場所, -,大甲鎮瀾宮,臺中市,65750,135700,85000,581750,85315,77000,75000,46000,78500,72500,60250,74000,1436765
2016,宗教場所, -,清水祖師廟,新北市,2101,3622,1063,1352,1079,1183,1605,1472,1087,1621,1496,1247,18928
2016,宗教場所, -,法鼓山世界佛教教育園區,新北市,17647,47264,17201,18854,21967,12818,15880,15016,14674,19247,26064,23378,250010
2016,宗教場所, -,鹿港龍山寺,彰化縣,133200,213225,94790,82350,83220,82450,110340,57650,79290,55465,74220,75770,1141970
2016,其他, -,花蓮海洋公園,花蓮縣,31277,69468,26046,43840,35989,49417,85315,71177,26137,35265,32535,32329,538795
2016,其他, -,原生應用植物園,臺東縣,11966,18624,10681,14790,16972,14721,22003,27651,10928,5825,3510,17234,174905
2016,其他, -,布農部落,臺東縣,8349,14447,8581,10559,9906,7777,13319,10387,4955,7536,7074,6037,108927
2016,其他, -,花蓮觀光糖廠,花蓮縣,34474,78698,32364,55182,47098,53756,73478,81516,42262,43858,37003,37368,617057
2016,其他, -,立川漁場,花蓮縣,12350,31725,9870,16500,23000,22500,30230,37500,14850,20990,17945,11090,248550
2016,其他, -,九族文化村,南投縣,45987,177274,112549,73908,47279,34991,118871,75173,33358,50634,54447,58332,882803
2016,其他, -,國民革命忠烈祠,臺北市,129154,126586,149169,135099,137916,128630,131095,156675,136197,151967,122347,120945,1625780
2016,其他, -,國立臺灣藝術教育館,臺北市,19560,33048,38076,43729,39019,30978,38298,40945,35209,39410,43319,50035,451626
2016,其他, -,市立動物園,臺北市,231720,401490,212224,323488,230546,187452,223921,262136,201511,313289,310698,337589,3236064
2016,其他, -,士林官邸公園,臺北市,170784,342850,94350,108055,30750,87740,108775,102610,52800,59940,131575,616011,1906240
2016,其他, -,臺北自來水園區,臺北市,63087,100736,80102,103492,116381,131813,154447,130277,81669,84074,81514,89122,1216714
2016,其他, -,十分瀑布,新北市,217720,243750,205950,212600,180100,211520,218200,209100,211500,213000,208500,196100,2528040
2016,其他, -,十分旅遊服務中心,新北市,368340,744570,349630,320230,283600,285840,357500,244580,240000,234650,229600,224000,3882540
2016,其他, -,淡水漁人碼頭,新北市,279800,261844,208145,314852,243160,234191,247010,261414,224398,270154,235402,232198,3012568
2016,其他, -,猴硐煤礦博物園區,新北市,67000,98600,56600,77860,73465,82230,83500,86780,55000,67000,60300,58500,866835
2016,其他, -,水湳洞遊客中心,新北市,37308,41777,40525,49958,46615,46450,82370,92900,65000,68000,58600,76190,705693
2016,其他, -,蘇澳冷泉,宜蘭縣,0,1038,273,1776,6378,14218,36004,43745,9142,3218,653,879,117324
2016,其他, -,國立傳統藝術中心,宜蘭縣,87974,161327,80204,107985,88747,89126,118444,110823,51170,0,0,0,895800
2016,其他, -,蘭陽博物園區,宜蘭縣,59925,81396,48890,61801,75022,75052,103331,94802,66000,99104,67636,83040,915999
2016,其他, -,慈湖,桃園市,243860,325740,202430,263046,224260,156908,199864,126281,116827,155721,138666,133766,2287369
2016,其他, -,大坑登山步道,臺中市,192863,212133,196003,192537,209359,184693,189032,172926,163032,171072,168133,189967,2241750
2016,其他, -,福壽山農場,臺中市,12058,19895,11968,9415,9932,10776,25381,21454,12093,20046,53811,44616,251445
2016,其他, -,后里馬場,臺中市,51494,81395,57597,88109,76527,48461,51284,53817,43505,41775,0,0,593964
2016,其他, -,梧棲觀光漁港,臺中市,100780,138668,97402,119224,122215,113998,122797,136997,218664,218177,141791,126083,1656796
2016,其他, -,臺中都會公園,臺中市,27688,44945,22885,36174,33777,35438,44952,47651,51441,60747,51771,60547,518016
2016,其他, -,草悟道,臺中市,706125,794021,689147,761649,677909,655616,720245,686214,631820,697200,723753,742148,8485847
2016,其他, -,東豐自行車綠廊及后豐鐵馬道,臺中市,660231,1255880,590938,1208295,872847,656301,815503,934979,829959,1159615,981038,810217,10775803
2016,其他, -,國立自然科學博物館鳳凰谷鳥園生態園區,南投縣,8693,19922,7992,15402,12717,9759,17756,14341,8545,12856,9292,9940,147215
2016,其他, -,清境農場,南投縣,99079,146222,90128,108013,101907,106721,164937,150717,80004,128858,132279,162872,1471737
2016,其他, -,武陵農場,臺中市,37369,50508,55087,24606,18178,23099,41790,34711,15900,24062,43201,55077,423588
2016,其他, -,行政院農業委員會特有生物研究保育中心,南投縣,3934,3766,4554,5111,6645,2350,6051,4905,4048,7437,6531,2861,58193
2016,其他, -,竹山天梯風景區,南投縣,7128,15529,5702,8948,6284,5261,8639,7463,4112,7235,6817,7755,90873
2016,其他, -,天空之橋,南投縣,34700,74250,29372,41916,33696,28344,41172,37200,26002,13901,0,0,360553
2016,其他, -,尖山埤江南渡假村,臺南市,29144,29465,24872,24249,21098,28914,22715,18854,23365,42148,37342,36443,338609
2016,其他, -,烏樹林休閒園區,臺南市,4430,9992,14972,7576,6462,3338,4920,3740,5084,6687,9204,6974,83379
2016,其他, -,壽山動物園,高雄市,46003,102135,60381,80869,45698,27898,65915,52029,24703,54151,55025,63546,678353
2016,其他, -,打狗英國領事館文化園區,高雄市,108610,118584,116691,109829,95262,64535,75698,60845,25628,43091,40072,45513,904358
2016,其他, -,蓮池潭,高雄市,306690,519588,326721,364749,323720,271157,292617,318824,177468,1325384,292386,303227,4822531
2016,其他, -,高雄市文化中心,高雄市,200631,171987,160859,184224,189205,192707,199648,212161,165981,218008,205737,206566,2307714
2016,其他, -,世運主場館,高雄市,75391,37782,62458,55950,60803,45684,39028,155125,57423,71557,39028,75469,775698
2016,其他, -,旗津風景區,高雄市,329004,526399,365119,376993,335085,356122,474470,658884,406376,437726,391038,395784,5053000
2016,其他, -,台東海洋夢想館,臺東縣,1532,4070,758,1747,1637,1754,4831,3253,943,1094,1577,812,24008
2016,其他, -,慶修院,花蓮縣,22628,42900,16340,22131,19892,23756,27243,20795,15296,16553,19247,19238,266019
2016,其他, -,花蓮縣石雕博物館,花蓮縣,7766,7344,6447,8873,7257,5588,13800,7785,6047,5213,5957,6266,88343
2016,其他, -,澄清湖,高雄市,83442,117202,131760,117437,130843,102189,119214,112438,85775,113701,116248,114490,1344739
2016,其他, -,新竹漁港,新竹市,21526,9235,13978,32904,22150,25812,22860,201840,31000,46567,38738,34608,501218
2016,其他, -,草嶺,雲林縣,20240,20120,34240,30240,36240,26240,20240,30240,16120,11200,15120,11020,271260
2016,其他, -,墾丁海水浴場,屏東縣,19921,23358,24683,22063,25764,23616,24261,21948,20335,23849,17723,20834,268355
2016,其他, -,關渡自然公園,臺北市,8099,6556,9013,13059,11545,7943,8995,7835,7936,23500,15665,12897,133043
2016,其他, -,美麗華摩天輪,臺北市,27626,31290,20154,19860,21989,23321,41367,33806,19681,24657,22289,31438,317478
2016,其他, -,台北101景觀台,臺北市,211159,248568,262240,244584,236487,195902,217606,210655,155393,187740,199033,213490,2582857
2016,其他, -,雲仙樂園,新北市,4291,11970,5099,7061,7711,5270,7622,7824,4031,3577,5146,6977,76579
2016,其他, -,大板根森林溫泉渡假村,新北市,20140,15096,12289,17457,17122,14193,18266,16070,15736,22122,18511,19836,206838
2016,其他, -,小人國主題樂園,桃園市,29543,111415,33733,58740,44505,39053,88764,85264,31625,54156,44973,43947,665718
2016,其他, -,埔心牧場,桃園市,20592,76927,13009,27232,15305,10546,121928,60514,19344,26095,24221,15993,431706
2016,其他, -,六福村主題遊樂園,新竹縣,90015,110620,57842,103222,77401,110128,247764,218858,126245,87015,99428,109634,1438172
2016,其他, -,小叮噹科學遊樂區,新竹縣,8601,14280,15896,21469,14265,9107,30413,32712,14403,19697,20602,16862,218307
2016,其他, -,香格里拉樂園,苗栗縣,7293,13780,7937,16405,8429,6054,4529,7520,11602,20660,16419,13579,134207
2016,其他, -,西湖渡假村,苗栗縣,15233,18805,10332,23997,20453,12351,23491,15445,11505,25452,15389,13200,205653
2016,其他, -,杉林溪森林生態渡假園區,南投縣,23349,43890,42494,76946,47297,55426,80957,64588,33203,50404,45757,41107,605418
2016,其他, -,泰雅渡假村,南投縣,23056,26188,22122,20785,9582,7858,11847,10046,14005,18937,12175,10626,187227
2016,其他, -,紙教堂見學園區,南投縣,22393,37675,18076,24339,21619,21927,31299,29590,16343,23663,21799,24425,293148
2016,其他, -,劍湖山世界,雲林縣,42479,90501,54247,144729,44072,59908,92812,95562,78328,85048,85040,127789,1000515
2016,其他, -,頑皮世界,臺南市,6597,23830,10489,11378,6180,8569,9740,9049,6913,9685,14302,11485,128217
2016,其他, -,8大森林博覽樂園,屏東縣,16211,54156,17624,19454,17565,11945,14551,12669,11120,25655,27759,21327,250036
2016,其他, -,大路觀主題樂園,屏東縣,2255,5083,2220,4852,6348,5083,5202,5101,3308,3931,3442,4819,51644
2016,其他, -,小墾丁渡假村,屏東縣,8036,14768,8039,12058,11701,13785,14551,12643,4522,11503,6417,7521,125544
2016,其他, -,臺中公園,臺中市,278324,1793209,296044,316534,257806,225406,241806,273904,279808,267638,238815,229517,4698811
2016,其他, -,龍山寺,臺北市,216214,371011,221805,200919,208159,173769,15704,189872,187750,225950,207089,231932,2450174
2016,其他, -,臺北市孔廟,臺北市,44850,46852,44935,43850,39720,36700,32460,31235,32729,35361,34257,33583,456532
2016,其他, -,淡水紅毛城,新北市,95332,115609,82296,95849,87633,73792,62296,66462,56043,81824,68254,78044,963434
2016,其他, -,滬尾砲臺,新北市,14979,20016,14971,18325,13954,10439,9270,8165,8112,10392,9498,9383,147504
2016,其他, -,前清淡水關稅務司官邸,新北市,21022,25753,22462,24499,19303,14688,14091,13505,13271,16376,14737,17428,217135
2016,其他, -,北埔遊憩區,新竹縣,38008,47830,41420,43142,36048,34430,41770,47380,40160,40750,42160,39700,492798
2016,其他, -,彰化孔子廟,彰化縣,3404,3353,2997,4318,2693,1724,2781,1946,2444,2471,1953,3921,34005
2016,其他, -,五妃廟,臺南市,4976,6290,5086,6000,5495,4407,4351,3686,3171,3846,4119,4863,56290
2016,其他, -,台北市立兒童新樂園,臺北市,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,其他, -,台北植物園,臺北市,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,其他, -,基隆嶼,基隆市,24,26,26,36,49,46,27,39,37,39,40,37,426
2016,其他, -,華山1914文化創意產業園區,臺北市,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,其他, -,鶯歌老街,新北市,51040,58547,49486,45630,49316,52342,52145,54771,50791,57065,54110,52086,627329
2016,其他, -,三峽老街,新北市,135000,305000,169000,157000,139000,129000,113000,127000,139000,153000,174000,175000,1915000
2016,其他, -,八里左岸公園,新北市,163600,285320,188700,258718,227272,208567,330000,320000,300000,310000,300000,360000,3252177
2016,其他, -,淡水金色水岸,新北市,240677,540355,538000,566335,571218,522316,265000,310000,250000,260000,240000,250000,4553901
2016,其他, -,竹圍漁港,桃園市,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,其他, -,大湖草莓文化館,苗栗縣,60000,80200,55200,59800,72000,43600,38400,24000,26703,45021,131454,252296,888674
2016,其他, -,客家大院,苗栗縣,19366,35991,23461,60316,120019,22330,21424,15978,15078,26023,26114,19058,405158
2016,其他, -,田尾公路花園,彰化縣,85215,561600,41100,72200,41511,30500,36230,36850,46602,78410,73727,150235,1254180
2016,其他, -,溪州公園,彰化縣,33247,684813,44175,54334,36683,27500,17882,25432,29656,5954,117316,33237,1110229
2016,其他, -,臺灣玻璃館,彰化縣,97876,216132,97004,114716,112364,120180,117404,102948,111926,141832,87976,76836,1397194
2016,其他, -,蘭嶼,臺東縣,1648,5181,3235,19682,21672,7304,1315,31237,15894,4307,1817,1683,114975
2016,其他, -,水往上流遊憩區,臺東縣,88607,162734,130579,96444,84420,58574,77545,64541,38461,32263,41739,41547,917454
2016,其他, -,臺塑六輕阿媽公園,雲林縣,332,189,794,1904,1875,661,969,1306,716,686,1298,745,11475
2016,其他, -,駁二藝術特區,高雄市,380567,898672,359774,441343,659652,234797,441001,406576,142731,136505,128506,141895,4372019
2016,其他, -,愛河(五福四路至博愛一路),高雄市,26221,41926,28205,26638,22803,0,28375,25255,15610,22027,22597,26373,286030
2016,其他, -,紅毛港文化園區,高雄市,13030,35346,12698,22203,18632,13253,14866,14405,12070,16873,13551,14156,201083
2016,其他, -,金針山休閒農業區,臺東縣,20000,30000,18000,12000,9500,12000,16000,18000,12000,5500,7000,14000,174000
2016,其他, -,澎湖生活博物館,澎湖縣,1620,3557,1718,4957,8205,7295,8340,5347,3342,5008,2039,2144,53572
2017,國家公園,陽明山國家公園,陽明山遊客中心,臺北市,11835,14029,14400,18840,16300,13364,21623,22431,6780,0,0,0,139602
2017,國家公園,陽明山國家公園,陽明書屋,臺北市,2834,3002,2910,3500,3002,2101,2654,2455,2272,3489,2490,2177,32886
2017,國家公園,陽明山國家公園,陽明公園,臺北市,8490,569737,802012,35988,26671,23895,17950,15050,12850,9050,8270,8660,1538623
2017,國家公園,陽明山國家公園,大屯遊憩區,臺北市,58882,40053,44729,85110,71767,43532,89058,77931,62141,36427,15855,31852,657337
2017,國家公園,陽明山國家公園,龍鳳谷遊憩區,臺北市,43762,32503,104623,119830,39363,18100,20722,23993,26402,30456,25771,29014,514539
2017,國家公園,陽明山國家公園,小油坑遊憩區,臺北市,29227,25194,28157,45649,30392,24862,32685,34051,32129,60580,25047,28657,396630
2017,國家公園,玉山國家公園,塔塔加遊憩區,南投縣,70775,58918,45162,54127,54432,27781,62427,58894,38800,59142,64086,80962,675506
2017,國家公園,玉山國家公園,梅山遊客中心,高雄市,5481,1543,1456,2077,2654,1498,972,1050,1420,1902,1978,1887,23918
2017,國家公園,玉山國家公園,南安遊客中心,花蓮縣,24474,19951,13316,17971,20347,22216,29130,34188,22408,24273,21404,28013,277691
2017,國家公園,玉山國家公園,玉山管理處遊客服務中心,南投縣,13886,9741,9308,7180,7726,7253,9666,6857,7173,7401,9040,7625,102856
2017,國家公園,玉山國家公園,排雲山莊,南投縣,1795,28,3301,5445,5900,3411,5128,5059,5063,6601,5805,4700,52236
2017,國家公園,雪霸國家公園,汶水遊客中心,苗栗縣,43407,42835,43440,61049,46693,30082,40111,36919,35428,54187,57004,46791,537946
2017,國家公園,雪霸國家公園,觀霧遊客中心,苗栗縣,11219,9826,8361,8863,10558,5411,14784,14001,10075,11685,9994,9776,124553
2017,國家公園,雪霸國家公園,雪見遊憩區,苗栗縣,16885,6544,6119,11328,9183,5426,12981,13254,8593,12373,11230,7499,121415
2017,國家公園,雪霸國家公園,武陵遊客中心,臺中市,9277,18909,6813,6040,4176,2611,8219,9737,8443,9433,7697,6613,97968
2017,國家公園,墾丁國家公園,墾丁國家公園管理處遊客中心,屏東縣,6716,7991,6106,6272,6364,6363,7924,9102,7031,13669,11947,7944,97429
2017,國家公園,墾丁國家公園,鵝鑾鼻公園,屏東縣,42752,93920,68032,68492,66297,90579,80220,92780,52664,83967,75661,66645,882009
2017,國家公園,墾丁國家公園,貓鼻頭公園,屏東縣,45263,79145,73722,63478,12515,62831,57531,72862,49968,62450,88048,87167,754980
2017,國家公園,墾丁國家公園,佳樂水,屏東縣,18452,18399,10360,16080,15298,11203,18060,15081,9842,14733,10357,9914,167779
2017,國家公園,墾丁國家公園,社頂自然公園,屏東縣,21161,19386,16689,19756,18686,11262,14596,13980,11498,19467,16155,14582,197218
2017,國家公園,墾丁國家公園,南灣遊憩區,屏東縣,36100,32790,25482,50710,51644,43851,59860,59209,38263,47438,37167,7609,490123
2017,國家公園,墾丁國家公園,龍鑾潭自然中心,屏東縣,2248,5295,4010,5237,4892,3113,3343,4058,4787,4235,3912,4136,49266
2017,國家公園,墾丁國家公園,砂島貝殼砂展示館,屏東縣,15573,18238,8458,12542,11449,10225,11762,12261,8155,11963,7900,9570,138096
2017,國家公園,太魯閣國家公園,太魯閣國家公園遊客中心,花蓮縣,75893,89029,69708,96743,88599,81677,111580,124540,69769,119648,99650,83365,1110201
2017,國家公園,太魯閣國家公園,布洛灣遊憩區,花蓮縣,16347,17056,16111,20379,20190,14948,23325,33563,21388,26632,23327,19557,252823
2017,國家公園,太魯閣國家公園,臺八線沿線景觀區,花蓮縣,301188,334827,247116,295903,342404,167250,325457,353779,229861,238784,223636,230068,3290273
2017,國家公園,金門國家公園,中山林遊客中心,金門縣,3616,3930,4595,12542,13156,12490,15210,13155,10218,12517,11689,10129,123247
2017,國家公園,金門國家公園,翟山坑道,金門縣,28729,25420,32317,43316,47484,42894,50717,47750,32756,54848,44500,33712,484443
2017,國家公園,金門國家公園,雙鯉溼地自然中心,金門縣,10386,8752,10956,15724,19493,16266,19257,17594,11531,16864,12773,10231,169827
2017,國家公園,金門國家公園,古寧頭戰史館,金門縣,13904,13471,14772,20306,23345,19471,21541,21336,15463,23195,18493,14240,219537
2017,國家公園,金門國家公園,九宮(四維)坑道,金門縣,6530,6327,7855,11576,16241,14058,17353,14919,10104,13708,9027,6284,133982
2017,國家公園,金門國家公園,八二三砲戰紀念館,金門縣,7505,8011,9636,13016,15600,15258,18568,17035,12117,18427,12949,8941,157063
