縣市,鄉鎮市區,儲匯局號,局名,聯絡電話,郵局地址,經度,緯度,ATM,具存款,具補摺,自動補摺機,提領200元,具視障語音,是否為局外ATM,縣市排序代號
臺中市,神岡區,014115-1,神岡豐洲郵局,(04)2513-0137,臺中市神岡區豐洲路359號,120.705954,24.260942,O,,O,O,,,局內,70
臺中市,梧棲區,,臺中港海港聯合大樓1樓,(04)2657-3645,臺灣大道十段2號,120.551011,24.257643,O,,O,O,,,局外,70
臺中市,梧棲區,,關連工業區管理中心--管理中心,(04)2657-3645,自強路280號,120.523888,24.237222,O,,,O,,,局外,70
臺中市,梧棲區,014139-5,臺中港郵局,(04)2657-3645,臺中市梧棲區四維路129號,120.537144,24.262285,O,O,O,O,,,局內,70
臺中市,梧棲區,014142-4,梧棲郵局,(04)2656-5530,臺中市梧棲區梧棲路173號,120.5297,24.257617,O,O,O,O,,,局內,70
臺中市,梧棲區,014151-5,梧棲大庄郵局,(04)2656-1193,臺中市梧棲區中央路一段921-2號,120.538378,24.24831,O,,O,O,,,局內,70
臺中市,清水區,,海巡署中部分署--行政大樓,(04)2657-3645,中社路900號,120.54002,24.276755,O,,,O,,,局外,70
臺中市,清水區,014141-1,清水郵局,(04)2622-2166,臺中市清水區中山路124號,120.575275,24.268078,O,O,O,O,,,局內,70
臺中市,清水區,014148-6,清水南社郵局,(04)2626-3040,臺中市清水區忠貞路39號,120.558199,24.271932,O,,O,O,,,局內,70
臺中市,清水區,014149-0,清水田寮郵局,(04)2626-4073,臺中市清水區高美路162-14號,120.575081,24.281499,O,,O,O,,,局內,70
臺中市,新社區,,陸軍第十軍團--大門會客室內,(04)2587-2701,華豐街137-1號,120.806501,24.210277,O,,,O,,,局外,70
臺中市,新社區,,陸軍輕航隊--大門會客室內,(04)2587-2701,興社街2段32之5號,120.811077,24.233076,O,,,O,,,局外,70
臺中市,新社區,014120-8,新社中興嶺郵局,(04)2581-2382,臺中市新社區中興嶺170-2號,120.79436,24.205695,O,,O,O,,,局內,70
臺中市,新社區,014123-9,新社郵局,(04)2581-1470,臺中市新社區中和街五段1號,120.808768,24.247862,O,O,,O,,,局內,70
臺中市,潭子區,,亞洲光學安和分公司--大門右側,(04)2522-2674,安和路98號,120.705833,24.231944,O,,,O,,,局外,70
臺中市,潭子區,,佳能公司--大門口右側,(04)2522-2674,建國路18號,120.702222,24.219166,O,,,O,,,局外,70
臺中市,潭子區,,臺中市政府警察局-B棟1樓,(04)2522-2674,豐興路1段500號,120.722673,24.20163,O,,,O,,,局外,70
臺中市,潭子區,014126-0,潭子郵局,(04)2532-4660,臺中市潭子區潭興路三段42號,120.703732,24.211706,O,O,O,O,,,局內,70
臺中市,潭子區,014127-3,潭子加工區郵局,(04)25324-791,臺中市潭子區南二路1-1號,120.705258,24.216745,O,O,O,O,,,局內,70
臺中市,潭子區,014128-7,潭子頭家厝郵局,(04)2532-2210,臺中市潭子區中山路一段25號,120.70237,24.191015,O,O,O,O,,,局內,70
臺中市,潭子區,014129-1,潭子東寶郵局,(04)2532-8047,臺中市潭子區昌平路三段116號,120.674594,24.203303,O,,O,O,,,局內,70
臺中市,潭子區,014130-2,潭子栗林郵局,(04)2532-3820,臺中市潭子區中山路三段334號,120.709045,24.231515,O,,O,O,,,局內,70
臺中市,潭子區,014131-6,潭子潭北郵局,(04)2538-3324,臺中市潭子區潭子街三段55號,120.706452,24.214579,O,O,O,O,,,局內,70
臺中市,龍井區,,臺中火力發電廠--大門口側,(04)2657-3645,龍昌路1號,120.492222,24.214444,O,,,O,,,局外,70
臺中市,龍井區,014143-8,龍井郵局,(04)2635-2294,臺中市龍井區龍新路163號,120.547048,24.196737,O,,O,O,,,局內,70
臺中市,龍井區,014145-5,龍井新庄郵局,(04)2631-2272,臺中市龍井區遊園南路171號,120.58438,24.182433,O,O,O,O,,,局內,70
臺中市,龍井區,014146-9,龍井茄投郵局,(04)2639-5049,臺中市龍井區舊車路101之2號,120.530797,24.183519,O,,O,O,,,局內,70
臺中市,龍井區,014155-0,龍井龍津郵局,(04)2630-0493,臺中市龍井區中央路一段246、248號,120.523537,24.202584,O,,O,O,,,局內,70
臺中市,豐原區,,南陽國小--大門左側,(04)2522-2674,南陽路440號,120.723611,24.248055,O,,,O,,,局外,70
臺中市,豐原區,,臺中市議會--大門右側,(04)2522-2674,圓環南路70號,120.712222,24.246388,O,,,O,,,局外,70
臺中市,豐原區,,豐原區公所--大門左側,(04)2522-2674,市政路2號,120.718333,24.241944,O,,O,O,,,局外,70
臺中市,豐原區,,豐原區地政事務所--門口右側,(04)2522-2674,西安街21號,120.713888,24.249166,O,,O,O,,,局外,70
臺中市,豐原區,,豐原警察局--大門左側,(04)2522-2674,中山路225號,120.713611,24.243611,O,,,O,,,局外,70
臺中市,豐原區,014100-9,豐原郵局,(04)2527-1140,臺中市豐原區中正路298號,120.715018,24.251509,O,O,O,O,,,局內,70
臺中市,豐原區,014103-0,豐原中山路郵局,(04)2524-4282,臺中市豐原區大明路12號,120.710812,24.23967,O,O,O,O,,,局內,70
臺中市,豐原區,014104-3,豐原三民路郵局,(04)2522-7074,臺中市豐原區三民路108號,120.720005,24.253711,O,O,O,O,,,局內,70
臺中市,豐原區,014107-4,豐原南陽郵局,(04)2524-5424,臺中市豐原區圓環東路402號,120.724892,24.245209,O,O,O,O,,,局內,70
臺中市,豐原區,014108-8,豐原翁子郵局,(04)2524-4650,臺中市豐原區豐勢路一段576、578號,120.734305,24.259594,O,,O,O,,,局內,70
臺中市,豐原區,014111-7,豐原葫蘆墩郵局,(04)2526-6323,臺中市豐原區豐原大道七段25號,120.719533,24.263908,O,,O,O,,,局內,70
臺中市,豐原區,014113-4,豐原水源郵局,(04)2528-0930,臺中市豐原區水源路594-2號,120.72882,24.255178,O,,O,O,,,局內,70
臺中市,豐原區,014124-2,豐原鐮村郵局,(04)2536-2138,臺中市豐原區鐮村路169號,120.724462,24.231247,O,,O,O,,,局內,70
臺中市,霧峰區,,亞洲大學--誠實商店旁,(04)2221-5121轉245,柳豐路500號,121.502025,25.000906,O,,O,O,,O,局外,70
臺中市,霧峰區,,農委會農業試驗所--大門口左側,(04)2221-5121轉245,中正路189號,120.695555,24.026944,O,,,O,,,局外,70
臺中市,霧峰區,002106-1,霧峰民生路郵局,(04)2339-3409,臺中市霧峰區民生路93號,120.700242,24.065795,O,O,O,O,,,局內,70
臺中市,霧峰區,002108-8,霧峰郵局,(04)2333-9633,臺中市霧峰區中正路806號,120.698481,24.061762,O,O,,O,,,局內,70
彰化縣,二水鄉,008157-5,二水郵局,(04)8790-133,彰化縣二水鄉員集路三段741號,120.615522,23.811275,O,O,,O,,,局內,90
彰化縣,二林鎮,,二林工商--守衛室右側,(04)896-0081,斗苑路4段500號,120.384444,23.899444,O,,O,O,,,局外,90
彰化縣,二林鎮,,二林郵局舊局址,(04)896-0081,中正路1號,120.605747,23.966599,O,,O,O,,,局外,90
彰化縣,二林鎮,008138-0,二林郵局,(04)8960-081,彰化縣二林鎮仁愛路707號,120.364756,23.900791,O,O,O,O,,,局內,90
彰化縣,二林鎮,008142-2,二林萬興郵局,(04)8682-582,彰化縣二林鎮二溪路六段290號,120.422885,23.954484,O,,O,O,,,局內,90
彰化縣,大村鄉,,大葉大學--外語大樓1樓,(04)832-4541轉212,學府路168號,120.565207,23.986861,O,,O,O,,O,局外,90
彰化縣,大村鄉,,臺中區農業改良場--管理室大門右側,(04)852-2774,松槐路370號,120.533848,24.000872,O,,O,O,,,局外,90
彰化縣,大村鄉,008146-7,大村郵局,(04)8522-774,彰化縣大村鄉大溪路2號,120.544693,23.993927,O,O,O,O,,,局內,90
彰化縣,大城鄉,008139-3,大城郵局,(04)8941-038,彰化縣大城鄉北平路35號,120.321688,23.856001,O,,O,O,,,局內,90
彰化縣,北斗鎮,008133-1,北斗郵局,(04)8870-468,彰化縣北斗鎮光復路226號,120.52429,23.87489,O,O,,O,,,局內,90
彰化縣,永靖鄉,008151-3,永靖郵局,(04)8221-927,彰化縣永靖鄉永靖街27號,120.546814,23.920383,O,O,O,O,,,局內,90
彰化縣,田中鎮,,田中分局--營業廳右側,(04)874-2140,興酪路1段299號,120.575277,23.846944,O,,,O,,,局外,90
彰化縣,田中鎮,008158-9,田中郵局,(04)8742-140,彰化縣田中鎮員集路二段305號,120.585877,23.856875,O,O,O,O,,,局內,90
彰化縣,田中鎮,008159-2,田中內灣郵局,(04)8750-243,彰化縣田中鎮中南路二段430號,120.605291,23.852796,O,,O,O,,,局內,90
彰化縣,田中鎮,008160-4,田中三潭郵局,(04)8750-242,彰化縣田中鎮員集路二段616號,120.58552,23.863606,O,,O,O,,,局內,90
彰化縣,田尾鄉,008135-9,田尾郵局,(04)8832-425,彰化縣田尾鄉光復路三段26號,120.52889,23.892398,O,,O,O,,,局內,90
彰化縣,竹塘鄉,008141-9,竹塘郵局,(04)8972-004,彰化縣竹塘鄉竹林路一段366號,120.426964,23.86096,O,,O,O,,,局內,90
彰化縣,伸港鄉,008118-1,伸港郵局,(04)7982-139,彰化縣伸港鄉中山路100號,120.484615,24.14693,O,O,,O,,,局內,90
彰化縣,伸港鄉,008122-3,伸港全興郵局,(04)7990-818,彰化縣伸港鄉興工路67號,120.510628,24.171531,O,,O,O,,,局內,90
彰化縣,秀水鄉,008117-7,秀水郵局,(04)7692-024,彰化縣秀水鄉彰水路二段583號,120.496542,24.030665,O,O,O,O,,,局內,90
彰化縣,和美鎮,008101-1,和美郵局,(04)7554-650,彰化縣和美鎮彰美路五段331號,120.499164,24.111178,O,O,O,O,,,局內,90
彰化縣,和美鎮,008110-1,和美中寮郵局,(04)735-3397,彰化縣和美鎮彰新路三段123、125號,120.530614,24.106431,O,,O,O,,,局內,90
彰化縣,和美鎮,008161-8,和美道周郵局,(04)7553-527,彰化縣和美鎮山犁里道周路458、460號,120.494406,24.108985,O,,O,O,,,局內,90
彰化縣,社頭鄉,,彰化特教學校--守衛室右側,(04)873-2201,中山路1段306號,120.582499,23.899722,O,,,O,,,局外,90
彰化縣,社頭鄉,008155-8,社頭郵局,(04)8732-201,彰化縣社頭鄉員集路二段195號,120.587738,23.898206,O,O,O,O,,,局內,90
彰化縣,社頭鄉,008156-1,社頭湳雅郵局,(04)8721-038,彰化縣社頭鄉山腳路三段325號,120.604638,23.919227,O,,O,O,,,局內,90
彰化縣,芳苑鄉,,力麗企業公司彰化廠--守衛室左側,(04)896-0081,工區七路16號,120.352799,23.9581,O,,,O,,,局外,90
彰化縣,芳苑鄉,008140-5,芳苑郵局,(04)8983-137,彰化縣芳苑鄉斗苑路芳苑段231號,120.31905,23.9247,O,,,O,,,局內,90
彰化縣,芳苑鄉,008143-6,芳苑王功郵局,(04)8936-308,彰化縣芳苑鄉芳漢路王功段300、302號,120.337494,23.960818,O,,O,O,,,局內,90
彰化縣,芳苑鄉,008144-0,芳苑草湖郵局,(04)8861-787,彰化縣芳苑鄉建平村二溪路草二段462號,120.382849,23.958081,O,,O,O,,,局內,90
彰化縣,花壇鄉,,彰化監理站--2樓公眾廳左側,(04)761-6690轉232,中山路2段457號,120.534722,24.039999,O,,,O,,,局外,90
彰化縣,花壇鄉,008102-4,花壇郵局,(04)7862-049,彰化縣花壇鄉中正路316號,120.539,24.0257,O,O,O,O,,,局內,90
彰化縣,芬園鄉,008106-9,芬園郵局,(049)2522-517,彰化縣芬園鄉芬草路二段225號,120.630604,24.013425,O,O,,O,,,局內,90
彰化縣,員林市,,員林農工--守衛室右側,(04)832-4541轉212,員水路2段313號,120.582222,23.954444,O,,,O,,,局外,90
彰化縣,員林市,008145-3,員林郵局,(04)8324-541-12,彰化縣員林市員東路二段490號,120.577349,23.957667,O,O,,O,,O,局內,90
彰化縣,員林市,008148-4,員林員水路郵局,(04)8323-744,彰化縣員林市員水路一段338號,120.597155,23.951286,O,,O,O,,,局內,90
彰化縣,員林市,008149-8,員林三橋郵局,(04)8336-830,彰化縣員林市大同路二段137號,120.575786,23.968903,O,,O,O,,,局內,90
彰化縣,員林市,008150-0,員林西門郵局,(04)8353-980,彰化縣員林市新生路85號,120.5686,23.95831,O,,O,O,,,局內,90
彰化縣,員林市,008152-7,員林南門郵局,(04)8344-597,彰化縣員林市中正路63、65號,120.575761,23.950803,O,,O,O,,,局內,90
彰化縣,員林市,008154-4,員林中正路郵局,(04)8349-424,彰化縣員林市中正路457號,120.57221,23.9585,O,O,O,O,,,局內,90
彰化縣,埔心鄉,008147-1,埔心郵局,(04)8291-748,彰化縣埔心鄉忠義北路70號,120.54319,23.954156,O,O,O,O,,,局內,90
彰化縣,埔心鄉,008153-1,埔心太平郵局,(04)8357-508,彰化縣埔心鄉中山路66、68號,120.559248,23.938795,O,,O,O,,,局內,90
彰化縣,埔鹽鄉,008125-4,埔鹽郵局,(04)8659-430,彰化縣埔鹽鄉彰水路二段100號,120.477017,23.997675,O,,O,O,,,局內,90
彰化縣,埤頭鄉,,明道大學--柏苓大樓1樓,(04)887-0468,文化路369號,120.482777,23.873055,O,,,O,,,局外,90
彰化縣,埤頭鄉,008134-5,埤頭郵局,(04)8922-044,彰化縣埤頭鄉斗苑西路187號,120.460862,23.891342,O,O,O,O,,,局內,90
彰化縣,埤頭鄉,008136-2,埤頭路口厝郵局,(04)8893-404,彰化縣埤頭鄉溪林路273號,120.460647,23.846839,O,,O,O,,,局內,90
彰化縣,鹿港鎮,,臺灣玻璃公司--4號餐廳旁,(04)777-2044,鹿工路11號,120.428557,24.083337,O,,O,O,,,局外,90
彰化縣,鹿港鎮,008127-1,鹿港郵局,(04)7772-044,彰化縣鹿港鎮成功路1號,120.432606,24.055409,O,O,,O,,,局內,90
彰化縣,鹿港鎮,008129-9,鹿港頂番郵局,(04)7711-673,彰化縣鹿港鎮鹿和路四段147號,120.482641,24.088042,O,,O,O,,,局內,90
彰化縣,鹿港鎮,008130-1,鹿港彰濱郵局,(04)7770-958,彰化縣鹿港鎮鹿草路一段449號,120.436023,24.065519,O,O,,O,,,局內,90
彰化縣,鹿港鎮,008132-8,鹿港草港郵局,(04)7712-983,彰化縣鹿港鎮頂草路四段406號,120.459394,24.108131,O,,O,O,,,局內,90
彰化縣,溪州鄉,008137-6,溪州郵局,(04)8895-039,彰化縣溪州鄉中央路三段321號,120.494745,23.851283,O,O,O,O,,,局內,90
彰化縣,溪湖鎮,008124-1,溪湖郵局,04-8852142,彰化縣溪湖鎮彰水路三段430號,120.480219,23.962688,O,O,,O,,,局內,90
彰化縣,溪湖鎮,008126-8,溪湖湖西郵局,(04)8810-642,彰化縣溪湖鎮大公路34號,120.47553,23.960421,O,,O,O,,,局內,90
彰化縣,彰化市,,金馬大鎮社區--大門旁,(04)761-6690轉232,金馬路3段95巷口,120.530555,24.077777,O,,,O,,,局外,90
彰化縣,彰化市,,保四總隊--福利社門口旁,(04)761-6690轉232,南郭路1段383號,120.571374,23.956127,O,,,O,,,局外,90
彰化縣,彰化市,,理光公司--1樓工會門口旁,(04)761-6690轉232,竹和路300巷34號,120.561944,24.083888,O,,,O,,,局外,90
彰化縣,彰化市,,彰化師大第二校區--第九宿舍1樓門口,(04)761-6690轉232,師大路2號,120.562775,24.075818,O,,,O,,,局外,90
彰化縣,彰化市,,彰化高商--大門左側,(04)761-6690轉232,南郭路1段326號,120.552222,24.073611,O,,,O,,,局外,90
彰化縣,彰化市,,彰化縣消防局--大門口右側,(04)761-6690轉232,中央路1號,120.526666,24.067777,O,,,O,,,局外,90
彰化縣,彰化市,,彰化縣警察局--1樓會客室內,(04)761-6690轉232,中正路2段778號,120.534999,24.067499,O,,,O,,,局外,90
彰化縣,彰化市,,彰化縣警察局彰化分局--1樓辦公室內,(04)761-6690轉232,民生路234號,120.5425,24.080833,O,,,O,,,局外,90
彰化縣,彰化市,008100-7,彰化中央路郵局,(04)7616-690,彰化縣彰化市中央路270號,120.527,24.0682,O,O,,O,O,O,局內,90
彰化縣,彰化市,008103-8,彰化府前郵局,(04)7227-883,彰化縣彰化市中山路二段377號,120.543898,24.075025,O,O,O,O,,,局內,90
彰化縣,彰化市,008104-1,彰化市仔尾郵局,(04)7229-924,彰化縣彰化市中正路一段214號,120.547758,24.083928,O,,O,O,,,局內,90
彰化縣,彰化市,008105-5,彰化過溝仔郵局,(04)7235-319,彰化縣彰化市彰美路一段166號,120.538174,24.088648,O,O,O,O,,,局內,90
彰化縣,彰化市,008107-2,彰化西門郵局,(04)7221-128,彰化縣彰化市中華路369號,120.535729,24.075948,O,,,O,,,局內,90
彰化縣,彰化市,008109-0,彰化台化郵局,(04)7238-021,彰化縣彰化市中山路三段359號,120.562328,24.087266,O,,,O,,,局內,90
彰化縣,彰化市,008111-5,彰化南瑤郵局,(04)7236-849,彰化縣彰化市中山路二段49號,120.540036,24.068265,O,,O,O,,,局內,90
彰化縣,彰化市,008112-9,彰化中庄仔郵局,(04)7321-905,彰化縣彰化市彰南路一段115號,120.568013,24.087714,O,O,O,O,,,局內,90
彰化縣,彰化市,008113-2,彰化南郭郵局,(04)7114-541,彰化縣彰化市介壽北路88號,120.547992,24.06905,O,O,O,O,,,局內,90
彰化縣,彰化市,008114-6,彰化師大郵局,(04)7255-700,彰化縣彰化市進德路1號,120.559264,24.081154,O,,O,O,,O,局內,90
彰化縣,彰化市,008115-0,彰化莿桐腳郵局,(04)7524-746,彰化縣彰化市彰水路35-7號,120.519341,24.061874,O,,O,O,,,局內,90
彰化縣,彰化市,008119-4,彰化曉陽郵局,(04)7236-215,彰化縣彰化市民族路267號,120.539289,24.07194,O,O,O,O,,,局內,90
彰化縣,彰化市,008120-6,彰化永安街郵局,(04)7248-790,彰化縣彰化市永安街198號,120.544671,24.087502,O,O,O,O,,,局內,90
彰化縣,彰化市,008121-0,彰化大竹郵局,(04)7386-609,彰化縣彰化市彰南路二段209號,120.58141,24.084915,O,O,O,O,,,局內,90
彰化縣,彰化市,008123-7,彰化光復路郵局,(04)7221-130,彰化縣彰化市和平路55號,120.540833,24.080277,O,O,,O,O,,局內,90
彰化縣,福興鄉,008128-5,福興郵局,(04)7775-418,彰化縣福興鄉員鹿路二段184號,120.436017,24.03963,O,,O,O,,,局內,90
彰化縣,福興鄉,008131-4,福興福工郵局,(04)7696-145,彰化縣福興鄉福工路1號,120.487029,24.01174,O,,O,O,,,局內,90
彰化縣,線西鄉,008108-6,線西郵局,(04)7585-624,彰化縣線西鄉和線路949號,120.470644,24.129997,O,O,O,O,,,局內,90
南投縣,中寮鄉,040101-9,中寮郵局,(049)2691-082,南投縣中寮鄉永平路133號,120.768504,23.87848,O,,O,O,,,局內,100
南投縣,中寮鄉,040104-0,中寮龍安郵局,(049)2601-519,南投縣中寮鄉龍南路45-12號,120.776306,23.941769,O,,O,O,,,局內,100
南投縣,仁愛鄉,040129-7,仁愛霧社郵局,(049)2802-246,南投縣仁愛鄉仁和路83號,121.132456,24.023028,O,,O,O,,,局內,100
南投縣,仁愛鄉,040132-6,仁愛萬大郵局,(049)2974-133,南投縣仁愛鄉大安路38號,121.128356,23.973411,O,,O,O,,,局內,100
南投縣,水里鄉,040113-1,水里郵局,(049)2770-132,南投縣水里鄉中富街28號,120.854284,23.817008,O,O,O,O,,,局內,100
南投縣,水里鄉,040114-4,水里北埔郵局,(049)2770-951,南投縣水里鄉民生路167號,120.855744,23.810767,O,,O,O,,,局內,100
南投縣,名間鄉,040117-5,名間郵局,(049)2732-040,南投縣名間鄉南雅街65號,120.702034,23.836625,O,O,,O,,,局內,100
南投縣,名間鄉,040118-9,名間松嶺郵局,(049)2581-453,南投縣名間鄉名松路二段212號,120.63574,23.834234,O,,,O,,,局內,100
南投縣,名間鄉,040119-2,名間新街郵局,(049)2232-305,南投縣名間鄉彰南路405-5號,120.693146,23.877803,O,,O,O,,,局內,100
南投縣,名間鄉,040120-4,名間大庄郵局,(049)2271-184,南投縣名間鄉南田路125號,120.654633,23.873867,O,,O,O,,,局內,100
南投縣,竹山鎮,,消防署訓練中心--宿舍大樓右側,(049)264-2076,社寮里大公街100號,120.724119,23.8154,O,,,O,,,局外,100
南投縣,竹山鎮,040122-1,竹山郵局,(049)2642-076,南投縣竹山鎮前山路一段2號,120.682278,23.756867,O,O,O,O,,,局內,100
南投縣,竹山鎮,040124-9,竹山後埔郵局,(049)2622-080,南投縣竹山鎮集山路一段1234號,120.732984,23.813906,O,,O,O,,,局內,100
南投縣,竹山鎮,040125-2,竹山東埔蚋郵局,(049)2648-462,南投縣竹山鎮集山路三段99號,120.704607,23.765007,O,,O,O,,,局內,100
南投縣,竹山鎮,040126-6,竹山延和郵局,(049)2649-614,南投縣竹山鎮集山路三段589、591號,120.690833,23.76004,O,,O,O,,,局內,100
南投縣,信義鄉,040115-8,信義郵局,(049)2791-257,南投縣信義鄉玉山路44號,120.854024,23.69678,O,,,O,,,局內,100
南投縣,信義鄉,040116-1,信義和社郵局,(049)2701-172,南投縣信義鄉同和巷72-7號,120.88958,23.59083,O,,O,O,,,局內,100
南投縣,南投市,,地方行政研習中心--大門左側,(049)233-2852,光明路1號,120.702777,23.9375,O,,,O,,,局外,100
南投縣,南投市,,南投地方法院--左側樓梯旁,(049)222-0162轉222,中興路759號,120.688888,23.900555,O,,,O,,,局外,100
南投縣,南投市,,南投監理站--辦公大廳右側,(049)222-0162轉222,光明一路301號,120.698611,23.941111,O,,O,O,,,局外,100
南投縣,南投市,,南投縣政府--大廳右側,(049)222-0162轉222,中興路660號,120.690277,23.902499,O,,O,O,,,局外,100
南投縣,南投市,,南投縣警察局--側門保安隊左側,(049)222-0162轉222,南崗二路133號,120.678888,23.91,O,,,O,,,局外,100
南投縣,南投市,,農委會水土保持局--門口左側,(049)233-2852,光華路6號,120.688333,23.955277,O,,,O,,,局外,100
南投縣,南投市,040100-5,南投三和郵局,(049)2220-162-222,南投縣南投市三和二路30號,120.688465,23.904367,O,O,O,O,O,,局內,100
南投縣,南投市,040103-6,南投南崗郵局,(049)2252-784,南投縣南投市成功三路136-1號,120.665702,23.929931,O,O,O,O,,,局內,100
南投縣,南投市,040105-3,南投民族路郵局,(049)2235-163,南投縣南投市民族路91、93號,120.691715,23.910151,O,,O,O,,,局內,100
南投縣,南投市,040106-7,南投中山街郵局,(049)2222-162,南投縣南投市中山街259號,120.684126,23.910717,O,O,O,O,,,局內,100
南投縣,南投市,040107-1,南投中興郵局,(049)2332-852,南投縣南投市中學路4號,120.694397,23.949489,O,O,O,O,,,局內,100
南投縣,南投市,040108-4,南投光明里郵局,(049)2337-516,南投縣南投市中正路648號,120.697178,23.939432,O,,O,O,,,局內,100
南投縣,埔里鎮,,埔里聯合行政園區--廣場左前方,(049)298-2124轉201,中山路2段246-1號,120.969444,23.967222,O,,,O,,,局外,100
南投縣,埔里鎮,,暨南大學--行政大樓大廳左側,(049)298-2124轉201,桃米里大學路1號,120.920184,23.941969,O,,O,O,,O,局外,100
南投縣,埔里鎮,,暨南大學附設高中--大門右前方,(049)298-2124轉201 ,鐵山路1-6號,120.939559,23.963587,O,,,O,,,局外,100
南投縣,埔里鎮,,暨南大學--餐廳右側,(049)298-2124轉201,桃米里大學路1號,120.920184,23.941969,O,,O,O,,,局外,100
南投縣,埔里鎮,040128-3,埔里郵局,(049)2982-124-13,南投縣埔里鎮南昌街284號,120.962136,23.967734,O,O,O,O,,,局內,100
南投縣,埔里鎮,040130-9,埔里北平街郵局,(049)2984-374,南投縣埔里鎮北平街131號,120.967673,23.96599,O,O,,O,,,局內,100
南投縣,埔里鎮,040131-2,埔里崎下郵局,(049)2915-224,南投縣埔里鎮中山路三段648號,120.948559,23.971232,O,,O,O,,,局內,100
南投縣,埔里鎮,040133-0,埔里大坪頂郵局,(049)2932-846,南投縣埔里鎮西安路3段249巷2號,120.925159,24.037665,O,,O,O,,,局內,100
南投縣,埔里鎮,040134-3,埔里第三市場郵局,(049)2989-320,南投縣埔里鎮東榮路77號,120.967004,23.963245,O,,O,O,,,局內,100
南投縣,埔里鎮,040135-7,埔里中心碑郵局,(049)2989-848,南投縣埔里鎮和平東路490號,120.976781,23.971715,O,O,O,O,,,局內,100
南投縣,埔里鎮,040136-1,埔里南光郵局,(049)2986-494,南投縣埔里鎮中正路265號,120.970808,23.962031,O,O,O,O,,,局內,100
南投縣,草屯鎮,,草屯商工--大門左側,(049)233-3461,墩煌路3段188號,120.666388,23.996944,O,,,O,,,局外,100
南投縣,草屯鎮,,草屯療養院--大門右側,(049)233-3461,玉屏路161號,120.704722,23.990555,O,,,O,,,局外,100
南投縣,草屯鎮,,臺灣工藝研究發展中心--生活工藝館右側,(049)222-0162,中正路573號,120.692222,23.98,O,,,O,,,局外,100
南投縣,草屯鎮,040110-0,草屯郵局,(049)2333-461,南投縣草屯鎮中正路606號,120.686271,23.979052,O,O,O,O,,,局內,100
南投縣,草屯鎮,040111-3,草屯大觀郵局,(049)2330-214,南投縣草屯鎮博愛路449、451號。,120.684589,23.985369,O,,O,O,,,局內,100
南投縣,草屯鎮,040112-7,草屯碧山郵局,(049)2313-135,南投縣草屯鎮碧山南路20、22號,120.680951,23.97817,O,O,O,O,,,局內,100
南投縣,草屯鎮,040121-8,草屯南埔郵局,(049)2569-991,南投縣草屯鎮中正路286-5號。,120.720454,23.979227,O,,O,O,,,局內,100
南投縣,國姓鄉,040140-3,國姓郵局,(049)2721-017,南投縣國姓鄉中興路303號,120.85448,24.038626,O,O,O,O,,,局內,100
南投縣,國姓鄉,040141-7,國姓北山郵局,(049)2451-432,南投縣國姓鄉中正路四段168號,120.872288,23.981871,O,,O,O,,,局內,100
南投縣,國姓鄉,040142-1,國姓長流郵局,(049)2431-187,南投縣國姓鄉大長路345-1號,120.876379,24.072819,O,,,O,,,局內,100
南投縣,魚池鄉,,九族文化區園區--大門公車候車亭處,(049)289-5546,大林村金天巷45號,120.947073,23.87007,O,,,O,,,局外,100
南投縣,魚池鄉,040137-4,魚池郵局,(049)2895-546,南投縣魚池鄉魚池街364號,120.936645,23.896954,O,O,,O,,,局內,100
南投縣,魚池鄉,040138-8,日月潭郵局,(049)2855-154,南投縣魚池鄉名勝街36號,120.910994,23.864658,O,,,O,,,局內,100
南投縣,魚池鄉,040139-1,魚池頭社郵局,(049)2861-142,南投縣魚池鄉集里路4號,120.89559,23.832524,O,,O,O,,,局內,100
南投縣,鹿谷鄉,040123-5,鹿谷郵局,(049)2752-434,南投縣鹿谷鄉中正路二段115號,120.753065,23.7473059,O,,O,O,,,局內,100
南投縣,鹿谷鄉,040127-0,鹿谷清水郵局,(049)2671-800,南投縣鹿谷鄉清水村仁愛路103號,120.783275,23.791735,O,,O,O,,,局內,100
南投縣,集集鎮,040109-8,集集郵局,(049)2762-527,南投縣集集鎮民生路110-1號,120.786307,23.828633,O,,O,O,,,局內,100
雲林縣,二崙鄉,030120-7,二崙郵局,(05)5982-054,雲林縣二崙鄉中山路一段178號,120.415621,23.771683,O,,O,O,,,局內,110
雲林縣,二崙鄉,030121-1,二崙油車郵局,(05)5989-082,雲林縣二崙鄉文化路260、262號,120.384536,23.795514,O,,O,O,,,局內,110
雲林縣,口湖鄉,,口湖鄉第二老人文康中心--入口處,(05)789-2042,下崙村福安路91號,120.164608,23.623677,O,O,,O,,,局外,110
雲林縣,口湖鄉,030136-3,口湖郵局,(05)7892-042,雲林縣口湖鄉湖東村廟前街26號,120.182925,23.585736,O,O,O,O,,,局內,110
雲林縣,口湖鄉,030137-7,口湖椬梧郵局,(05)7907-002,雲林縣口湖鄉光明路36號,120.191269,23.546374,O,,O,O,,,局內,110
雲林縣,土庫鎮,030123-8,土庫郵局,(05)6622-718,雲林縣土庫鎮大同路65號,120.394945,23.67617,O,O,O,O,,,局內,110
雲林縣,土庫鎮,030124-1,土庫馬光郵局,(05)6652-193,雲林縣土庫鎮馬光路177-5號,120.353309,23.705262,O,,O,O,,,局內,110
